,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_10m,45_of_Earned_max_10m,100_of_Earned_upto_45_Gross_max_10m,NAME,STATE,NAICS,NTEEFINAL
424533,275438528,201812,56463,57,57542,34241,57542,2019-990ez,25893.9,25.650000000000002,57.0,WEST END MUSEUM INCORPORATED,MA,712110.0,A50
424541,20496393,201812,158579,0,159312,174899,159312,2019-990ez,71690.40000000001,0.0,0.0,PISCATAQUA MARITIME COMMISSION INC,NH,712120.0,A80
424660,421452212,201812,57034,0,59914,56250,59914,2019-990ez,26961.3,0.0,0.0,MUSCATINE ARBORETUM ASSOCIATION,IA,712130.0,C41
424745,260224643,201809,0,83227,96956,163577,96956,2019-990ez,43630.200000000004,37452.15,43630.200000000004,MICHIGAN MATHEMATICS AND SCIENCE CENTERS NETWORK,MI,712110.0,A57
424808,462933514,201812,107847,0,107942,85078,107942,2019-990ez,48573.9,0.0,0.0,KERNERSVILLE MUSEUM FOUNDATION,NC,712110.0,A50
424845,42680645,201809,10675,0,18886,15627,20737,2019-990ez,9331.65,0.0,0.0,BILLERICA HISTORICAL SOCIETY,MA,712120.0,A82
424866,341634582,201812,20290,0,26537,25163,32329,2019-990ez,14548.050000000001,0.0,0.0,FRIENDS OF PERRYS VICTORY AND INTERNATIONAL PEACE MEMORIAL INC,OH,712120.0,A80
424869,454125404,201809,86922,0,89548,82830,89548,2019-990ez,40296.6,0.0,0.0,ARCH STREET MEETING HOUSE PRESERVATION TRUST,PA,712120.0,A82
424940,204313907,201809,121600,22719,144319,112459,144319,2019-990ez,64943.55,10223.550000000001,22719.0,TEXAS CITY HISTORICAL PRESERVATIONCORPORATION,TX,712120.0,A82
424945,582292633,201904,5209,0,5515,11219,5515,2019-990ez,2481.75,0.0,0.0,KINGSTON WOMANS HISTORY CLUB INC,GA,712120.0,A80
424956,520897793,201812,1325,15959,48829,32977,48993,2019-990ez,22046.850000000002,7181.55,15959.0,SOCIETY FOR THE RESTORATION OF PORT TOBACCO INC,MD,712120.0,A82
424981,461260628,201809,68614,0,82938,85648,88685,2019-990ez,39908.25,0.0,0.0,WARREN COUNTY 4TH OF JULY ORGANIZATION,PA,712120.0,A84
424987,226104975,201809,18386,0,45794,62195,72958,2019-990ez,32831.1,0.0,0.0,TWIN LIGHTS HISTORICAL SOCIETY,NJ,712120.0,A82
425022,310933262,201812,30951,65869,100982,97436,102815,2019-990ez,46266.75,29641.05,46266.75,HISTORIC SHEPHERDSTOWN COMMISSION INC,WV,712120.0,A80
425042,203664129,201812,27481,0,12112,17387,108905,2019-990ez,49007.25,0.0,0.0,GREATER WILMINGTON SPORTS HALL OF FAME INC,NC,712110.0,A50
425047,233062036,201812,0,0,500,0,500,2019-990ez,225.0,0.0,0.0,ANTHRACITE HISTORICAL DISCOVERY CENTER,PA,712110.0,A52
425122,50501075,201809,6909,0,8358,6714,8358,2019-990ez,3761.1,0.0,0.0,JEWISH WAR VETERANS OF RHODE ISLAND MEMORIAL WALL OF HONOR INC,RI,712120.0,A80
425128,10681961,201809,11000,73457,84457,71826,84457,2019-990ez,38005.65,33055.65,38005.65,BEECHWOOD FOUNDATION INC,RI,712110.0,A50
425267,460308007,201809,9995,110645,155317,123929,187029,2019-990ez,84163.05,49790.25,84163.05,BROKEN BOOT MINE INC,SD,712110.0,A50
425361,260715946,201812,0,36570,36570,36158,36570,2019-990ez,16456.5,16456.5,16456.5,PRESENTERS OF LIVING HISTORY,WA,712120.0,A84
425364,205282161,201903,18994,0,18994,29974,18994,2019-990ez,8547.300000000001,0.0,0.0,PETER DOUGHERTY SOCIETY,MI,712120.0,A80
425380,363936296,201812,1944,0,1944,2494,1944,2019-990ez,874.8000000000001,0.0,0.0,STICKNEY HOUSE FOUNDATION,IL,712120.0,A82
425395,942495649,201809,88326,0,116239,108316,137241,2019-990ez,61758.450000000004,0.0,0.0,MONTEREY COUNTY AGRICULTURAL AND RURAL LIFE MUSEUM,CA,712110.0,A54
425452,473489863,201812,0,0,0,0,0,2019-990ez,0.0,0.0,0.0,INTERNATIONAL LANDSCAPE ARCHITECTURE ASSOCIATION INC,NY,712130.0,C40
425482,751688066,201809,21903,59714,100190,119519,110474,2019-990ez,49713.3,26871.3,49713.3,HISTORIC TYLER INC,TX,712120.0,A82
425503,582399847,201809,26455,29209,109361,108945,141044,2019-990ez,63469.8,13144.050000000001,29209.0,KENNESAW MUSEUM FOUNDATION INC,GA,712110.0,A54
425550,237309874,201812,0,0,68280,56187,99945,2019-990ez,44975.25,0.0,0.0,SONS OF ERIN INC,VA,712120.0,A80
425665,464916056,201812,475,0,478,135,478,2019-990ez,215.1,0.0,0.0,FRIENDS OF ROLF E SYLVAN GARDENS,MA,712130.0,C40
425689,223391384,201812,6350,0,6350,6068,6350,2019-990ez,2857.5,0.0,0.0,VAN RIPER HOUSE INC,NJ,712120.0,A82
425726,570977554,201903,8553,0,31565,33022,34381,2019-990ez,15471.45,0.0,0.0,GREENVILLE COUNTY HISTORICAL SOCIETY INC,SC,712120.0,A82
425755,161320053,201809,61532,653,63264,55027,64782,2019-990ez,29151.9,293.85,653.0,EL MUSEO,NY,712110.0,A51
425775,953257850,201809,0,22269,22279,45597,22279,2019-990ez,10025.550000000001,10021.050000000001,10025.550000000001,FOLK MUSIC CENTER MUSEUM,CA,712110.0,A50
425777,820355336,201809,32964,10290,47052,57454,47052,2019-990ez,21173.4,4630.5,10290.0,SOUTH BANNOCK COUNTY HISTORICAL CENTER INC,ID,712110.0,A54
425798,943462060,201812,0,63101,63101,47977,63101,2019-990ez,28395.45,28395.45,28395.45,FLORIDA BOXING HALL OF FAME INC,FL,712110.0,A50
425828,830323552,201809,24139,29219,66466,99237,75573,2019-990ez,34007.85,13148.550000000001,29219.0,LANDER CHILDRENS MUSEUM,WY,712110.0,A50
425839,262184313,201812,27416,0,28645,2912,28912,2019-990ez,13010.4,0.0,0.0,BARTLETT ROUNDHOUSE PRESERVATION CLUB,NH,712120.0,A80
425843,910977708,201809,10070,168606,199658,178045,199658,2019-990ez,89846.1,75872.7,89846.1,THE PACIFIC SEABIRD GROUP,OR,712110.0,A54
425871,596169574,201904,20475,0,71010,49321,94751,2019-990ez,42637.950000000004,0.0,0.0,HISTORICAL SOCIETY OF SARASOTA COUNTY,FL,712120.0,A82
425894,510152954,201812,45927,0,76685,100136,122397,2019-990ez,55078.65,0.0,0.0,ANGEL ISLAND ASSOCIATION,CA,712120.0,A82
426006,233045601,201812,6644,0,16484,12094,26875,2019-990ez,12093.75,0.0,0.0,LYNN-HEIDELBERG HISTORICAL SOCIETY INC,PA,712120.0,A82
426200,910828296,201812,20891,0,23140,17860,25102,2019-990ez,11295.9,0.0,0.0,PEND OREILLE CO HISTORICAL SOCIETY,WA,712120.0,A82
426202,800834669,201903,0,0,0,246,0,2019-990ez,0.0,0.0,0.0,PASADENA ARMENIAN GENOCIDE MEMORIAL COMMITTEE,CA,712120.0,A80
426229,30440288,201812,51949,41765,89800,72417,107596,2019-990ez,48418.200000000004,18794.25,41765.0,FRIENDS OF MINIDOKA INTERNMENT NATIONAL MONUMENT,ID,712120.0,A80
426246,510202649,201906,0,6977,35801,31364,35801,2019-990ez,16110.45,3139.65,6977.0,MEXICAN AMERICAN HALL OF FAME SPORTS ASSOCIATION,CA,712110.0,A50
426271,352208244,201906,7248,0,7248,11082,7248,2019-990ez,3261.6,0.0,0.0,54TH MASSACHUSETTES VOLUNTEER INFANTRY COMPANY A INC,MA,712120.0,A80
426302,946130869,201809,4006,0,10763,7767,34196,2019-990ez,15388.2,0.0,0.0,JOHN MUIR MEMORIAL ASSOCIATION,CA,712120.0,A80
426309,470547429,201903,29984,1162,55055,30148,59186,2019-990ez,26633.7,522.9,1162.0,DAUGHTERS OF THE NILE,NE,712120.0,A80
426324,996006955,201812,69458,4046,84415,72251,89722,2019-990ez,40374.9,1820.7,4046.0,KAUAI HISTORICAL SOCIETY INC,HI,712120.0,A82
426439,311678858,201812,34600,5283,39883,19807,39883,2019-990ez,17947.350000000002,2377.35,5283.0,RAILROAD MUSEUM OF VIRGINIA INC,VA,712110.0,A50
426443,480966787,201812,1562,0,47787,37231,56670,2019-990ez,25501.5,0.0,0.0,KANSAS MUSEUMS ASSOCIATION,KS,712110.0,A50
426641,141794288,201812,29487,0,30434,18744,32220,2019-990ez,14499.0,0.0,0.0,HOPEWELL DEPOT RESTORATION CORPORATION,NY,712120.0,A80
426671,20343246,201903,4879,0,27060,19097,30410,2019-990ez,13684.5,0.0,0.0,GOFFSTOWN HISTORICAL SOCIETY INC,NH,712120.0,A82
426688,208875068,201903,0,0,4909,119,4909,2019-990ez,2209.05,0.0,0.0,GRAND LODGE OF FLORIDA MUSEUM ANDLIBRARY INC,FL,712110.0,A50
426717,232965192,201812,89800,0,90436,92567,90436,2019-990ez,40696.200000000004,0.0,0.0,PAGUS INC,PA,712110.0,A51
426815,593314076,201812,3694,0,3813,246,3813,2019-990ez,1715.8500000000001,0.0,0.0,MICANOPY HISTORIC PRESERVATION TRUST INC,FL,712120.0,A82
426825,66041007,201809,7501,17600,79593,51486,85446,2019-990ez,38450.700000000004,7920.0,17600.0,SOCIETY OF MAYFLOWER DESCENDANTS IN THE STATE OF CONNECTICUT,CT,712120.0,A80
426845,455050781,201812,72523,59350,131934,133019,131934,2019-990ez,59370.3,26707.5,59350.0,APPALACHIAN HERITAGE SCHOOLS,VA,712120.0,A80
426860,453460786,201809,22002,0,22033,8083,22033,2019-990ez,9914.85,0.0,0.0,OSCAR HAMMERSTEINS HIGHLAND FARM INC,PA,712110.0,A54
426910,431277016,201812,9151,75699,90580,113347,90580,2019-990ez,40761.0,34064.55,40761.0,MISSOURI RIVER VALLEY STEAM ENGINE ASSN,MO,712110.0,A54
426918,582533414,201809,54846,0,71991,45197,76304,2019-990ez,34336.8,0.0,0.0,GEORGIA VETERANS MEMORIAL PARK FOUNDATION INC,GA,712120.0,A80
427048,201061861,201812,99102,0,101948,56840,107731,2019-990ez,48478.950000000004,0.0,0.0,JACKSONVILLE ARBORETUM & GARDENS INC,FL,712130.0,C41
427097,475427661,201809,110124,0,110124,155445,110124,2019-990ez,49555.8,0.0,0.0,MISSION SAN JUAN BAUTISTA PRESERVATION FUND,CA,712120.0,A82
427154,810465738,201903,7453,74639,85066,96186,88180,2019-990ez,39681.0,33587.55,39681.0,HAVRE BENEATH THE STREETS INC,MT,712120.0,A82
427172,237230027,201707,11347,0,13154,101896,13154,2019-990ez,5919.3,0.0,0.0,HISTORIC GREEN SPRINGS INC,VA,712120.0,A82
427256,251316539,201812,9861,23020,46644,52965,79980,2019-990ez,35991.0,10359.0,23020.0,FORT LEBOEUF HISTORICAL SOCIETY,PA,712120.0,A82
427285,470828134,201808,43413,0,92200,65554,131319,2019-990ez,59093.55,0.0,0.0,MAINSTREET OF FREMONT INC,NE,712120.0,A82
427333,223618835,201812,0,0,4656,7845,6989,2019-990ez,3145.05,0.0,0.0,TINICUM REAR RANGE LIGHTHOUSE SOCIETY AT PAULSBORO INC,NJ,712110.0,A50
427402,320245068,201812,8583,1712,66903,111269,67331,2019-990ez,30298.95,770.4,1712.0,NOLENSVILLE HISTORICAL SOCIETY,TN,712120.0,A82
427525,202270933,201812,10259,0,38508,2519,91834,2019-990ez,41325.3,0.0,0.0,DAYS OF 76 MUSEUM INC,SD,712110.0,A50
427607,201346696,201903,6468,0,15796,10419,20874,2019-990ez,9393.300000000001,0.0,0.0,FERN DELL HISTORIC ASSOCIATION,IL,712120.0,A82
427728,203716010,201812,137400,0,137478,141603,137478,2019-990ez,61865.1,0.0,0.0,CLE ELUM DOWNTOWN ASSOCIATION,WA,712120.0,A80
427804,900870906,201906,20735,0,20752,20710,20752,2019-990ez,9338.4,0.0,0.0,STEAM LOCOMOTIVE HERITAGE ASSOCIATION INC,WI,712110.0,A54
427898,391032945,201812,8383,35524,51472,61811,58080,2019-990ez,26136.0,15985.800000000001,26136.0,NEW GLARUS HISTORICAL SOCIETY INC,WI,712120.0,A82
428074,364112862,201812,47160,0,47160,52977,47160,2019-990ez,21222.0,0.0,0.0,BELLER MUSEUM,IL,712110.0,A50
428076,223054004,201812,0,0,105492,36490,116577,2019-990ez,52459.65,0.0,0.0,AMERICAN FENCE ASSOCIATION INC,NJ,712130.0,C41
428148,946102473,201809,0,75282,129522,131307,129522,2019-990ez,58284.9,33876.9,58284.9,AMERICAN SOCIETY OF LANDSCAPE ARCHITECTS NORTHERN CALIFORNIA CHA,CA,712130.0,C40
428226,204540300,201903,0,0,47,1946,47,2019-990ez,21.150000000000002,0.0,0.0,GREEN PHOENIX PERMACULTURE,NY,712130.0,C40
428250,202548830,201906,14579,0,26877,6845,40300,2019-990ez,18135.0,0.0,0.0,FRIENDS OF THE OAK ISLAND LIGHTHOUSE,NC,712120.0,A80
428359,752887696,201809,55571,14277,70207,96081,70207,2019-990ez,31593.15,6424.650000000001,14277.0,THE SOCIETY OF SAINT VINCENT DE PAUL FORT WORTH DIOCESAN COUNCIL,TX,712120.0,A80
428368,236479684,201812,44585,0,72008,66099,78644,2019-990ez,35389.8,0.0,0.0,HALDEMAN MANSION PRESERVATION SOCIETY,PA,712120.0,A82
428407,371122875,201812,15843,497,24803,22912,28678,2019-990ez,12905.1,223.65,497.0,MAEYSTOWN PRESERVATION SOCIETY,IL,712120.0,A82
428492,421467493,201906,83086,0,91620,58448,91620,2019-990ez,41229.0,0.0,0.0,LITVAKSIG INC,NY,712120.0,A80
428496,562014212,201905,6131,630,39790,36985,43079,2019-990ez,19385.55,283.5,630.0,THE NORTH CAROLINA NATIVE PLANT SOCIETY INC,NC,712120.0,A82
428510,311146501,201812,109913,0,109913,87185,109913,2019-990ez,49460.85,0.0,0.0,LOUDOUN AGRICULTURAL & CHEMICAL INSTITUTE FOUNDATION INC,VA,712120.0,A82
428537,260729664,201812,1050,0,1050,3659,1050,2019-990ez,472.5,0.0,0.0,CLARK MUSEUM OF OKOBOJI AREA ANDIOWA HISTORY,IA,712110.0,A50
428562,223152632,201906,13770,362,14669,6472,14669,2019-990ez,6601.05,162.9,362.0,ARBORETUM PARK CONSERVANCY,MA,712130.0,C41
428693,222608795,201904,2515,0,18861,12853,18861,2019-990ez,8487.45,0.0,0.0,HISTORICAL ASSOCIATION OF WOODBRIDGE TOWNSHIP INC,NJ,712120.0,A82
428710,474953518,201812,179985,0,183036,22144,183036,2019-990ez,82366.2,0.0,0.0,FUND FOR ST PETERS BUILDINGS INC,NY,712120.0,A80
428766,431481218,201812,18398,0,20847,47883,23994,2019-990ez,10797.300000000001,0.0,0.0,SHRINE MOSQUE PRESERVATION ASSOCIATION,MO,712120.0,A82
428827,753211573,201812,31961,0,39747,56232,42711,2019-990ez,19219.95,0.0,0.0,WESTERN SKY AVIATION WARBIRD MUSEUM INC,UT,712110.0,A50
428861,46111744,201904,7308,0,8078,57021,8078,2019-990ez,3635.1,0.0,0.0,STONEHAM HISTORICAL SOCIETY INC,MA,712120.0,A82
428877,363138301,201812,368,13576,23856,25944,23974,2019-990ez,10788.300000000001,6109.2,10788.300000000001,MCHENRY COUNTY ILLINOIS GENEALOGICAL SOCIETY,IL,712120.0,A80
428895,411838707,201906,945,0,945,957,945,2019-990ez,425.25,0.0,0.0,WRIGHT AIR MUSEUM,MN,712110.0,A50
428907,911873407,201812,9527,0,65872,40309,65872,2019-990ez,29642.4,0.0,0.0,SEATTLE METROPOLITAN POLICE MUSEUM,WA,712110.0,A50
429048,237219645,201812,58864,2842,79885,83578,97085,2019-990ez,43688.25,1278.9,2842.0,BONNER COUNTY HISTORICAL SOCIETY INC,ID,712120.0,A82
429110,463957662,201812,60124,0,76699,57376,76699,2019-990ez,34514.55,0.0,0.0,MONTGOMERY BOTANICAL GARDEN AT OAK PARK,AL,712130.0,C41
429122,264224434,201812,0,96862,119902,63267,119902,2019-990ez,53955.9,43587.9,53955.9,CLEANING AND RESTORATION ASSOCIATION INC,CA,712120.0,A82
429156,237067335,201812,36150,1405,61236,35831,110343,2019-990ez,49654.35,632.25,1405.0,ALLEGHENY KISKI VALLEY HISTORICAL SOCIETY,PA,712120.0,A82
429171,591918624,201809,21531,2022,92463,111854,153645,2019-990ez,69140.25,909.9,2022.0,EAST HILLSBOROUGH HISTORICAL SOCIETY INC,FL,712120.0,A82
429186,222495781,201903,8197,8443,-26552,46278,132901,2019-990ez,59805.450000000004,3799.35,8443.0,CHARLOTTE-GENESEE LIGHTHOUSE HISTORICAL SOCIETY,NY,712120.0,A82
429271,366109780,201903,14597,3071,49642,73864,61836,2019-990ez,27826.2,1381.95,3071.0,STEPHENSON COUNTY HISTORICAL SOCIETY,IL,712120.0,A82
429399,811115952,201812,41732,0,46055,27867,52565,2019-990ez,23654.25,0.0,0.0,FORT MARTIN SCOTT FRIENDS,TX,712120.0,A80
429422,237047308,201812,6893,0,14047,64568,14047,2019-990ez,6321.150000000001,0.0,0.0,SEWARD COUNTY HISTORICAL SOCIETY,NE,712120.0,A82
429443,203956631,201812,0,0,0,0,0,2019-990ez,0.0,0.0,0.0,LINN VALLEY MEMORIAL PARK INC,KS,712120.0,A80
429474,710986983,201808,0,0,0,0,0,2019-990ez,0.0,0.0,0.0,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER HEALTH SYSTEMS,TX,712110.0,A57
429481,753103476,201812,47073,10939,58012,27826,58012,2019-990ez,26105.4,4922.55,10939.0,DAVID S WYMAN INSTITUTE FOR HOLOCAUST STUDIES,MD,712120.0,A80
429499,411777828,201812,2250,37902,48470,39091,49975,2019-990ez,22488.75,17055.9,22488.75,FARMINGTON AREA ENHANCEMENT GROUP,MN,712120.0,A84
429523,382606365,201812,9525,27442,45319,41206,51158,2019-990ez,23021.100000000002,12348.9,23021.100000000002,TOMPKINS CENTER HISTORICAL SOCIETY,MI,712120.0,A82
429544,450372811,201902,5737,0,33329,37596,39268,2019-990ez,17670.600000000002,0.0,0.0,TRAILL COUNTY NORTH DAKOTA HISTORICAL SOCIETY,ND,712120.0,A82
429562,412127869,201906,15000,0,15000,3596,15000,2019-990ez,6750.0,0.0,0.0,CELEBRATE BEND FOUNDATION,OR,712120.0,A80
429577,50493988,201903,9882,44545,63021,50793,63791,2019-990ez,28705.95,20045.25,28705.95,MUSEUM OF NEWPORT IRISH HISTORY INC,RI,712110.0,A50
429593,161502298,201812,13072,0,13357,22436,13357,2019-990ez,6010.650000000001,0.0,0.0,MICHIGAN STREET PRESERVATION CORP,NY,712120.0,A82
429654,272872215,201906,9993,0,9993,15450,9993,2019-990ez,4496.85,0.0,0.0,SPRING VALLEY HISTORIC ASSOCIATION,IL,712120.0,A80
429699,453830307,201806,88499,12018,100621,142520,101305,2019-990ez,45587.25,5408.1,12018.0,CALIFORNIA OIL MUSEUM FOUNDATION INCORPORATED,CA,712110.0,A50
429788,751851618,201906,23083,2847,29487,37170,29746,2019-990ez,13385.7,1281.15,2847.0,BROWN COUNTY MUSEUM OF HISTORY INC,TX,712110.0,A50
429800,463079249,201812,90,6705,6795,6083,6795,2019-990ez,3057.75,3017.25,3057.75,ST HELENA HIGH SCHOOL ATHLETC HALL OF FAME,CA,712110.0,A50
429802,46137507,201904,596,0,1060,3523,1060,2019-990ez,477.0,0.0,0.0,HISTORICAL SOCIETY OF THE TOWN OF HAMPDEN INC,MA,712120.0,A82
429979,203642161,201903,36259,70186,112057,106606,118167,2019-990ez,53175.15,31583.7,53175.15,FRIENDS OF THE HARRIET BEECHER STOWE HOUSE INCORPORATED,OH,712120.0,A80
430001,366154120,201812,9074,21574,55970,62610,56886,2019-990ez,25598.7,9708.300000000001,21574.0,WILL COUNTY HISTORICAL SOCIETY,IL,712120.0,A82
430021,371074625,201905,4430,23595,28025,32646,28025,2019-990ez,12611.25,10617.75,12611.25,GREATER PEORIA SPORTS HALL OF FAME,IL,712110.0,A50
430030,630840041,201809,63338,0,63351,63447,63351,2019-990ez,28507.95,0.0,0.0,ALABAMA MINING MUSEUM,AL,712110.0,A54
430043,264580513,201902,0,0,9000,10192,9000,2019-990ez,4050.0,0.0,0.0,ANNA MARIA ISLAND PRESERVATION TRUST INC,FL,712120.0,A82
430056,223713497,201906,25740,0,28911,26402,63770,2019-990ez,28696.5,0.0,0.0,TRENTON SOFTBALL HALL OF FAME,NJ,712110.0,A50
430081,953313718,201812,118902,0,126972,76114,129504,2019-990ez,58276.8,0.0,0.0,GILA COUNTY HISTORICAL SOCIETY INC,AZ,712120.0,A82
430126,936033187,201903,1740,56672,69858,61619,71091,2019-990ez,31990.95,25502.4,31990.95,VILLAGE GALLERY OF ARTS,OR,712110.0,A50
430151,931289822,201812,18225,10500,37898,43577,48036,2019-990ez,21616.2,4725.0,10500.0,PORTLAND PUBLIC SCHOOLS ATHLETIC HALL OF FAME ASSOCIATION,OR,712110.0,A50
430279,452692487,201812,70394,0,70952,80341,70952,2019-990ez,31928.4,0.0,0.0,MOHAWK VALLEY COLLECTIVE INC,NY,712120.0,A80
430288,800084734,201903,19103,96111,115395,95700,115395,2019-990ez,51927.75,43249.950000000004,51927.75,MUSEUM OF LAKE MINNETONKA,MN,712110.0,A50
430289,770361961,201812,0,0,72150,62369,110011,2019-990ez,49504.950000000004,0.0,0.0,CINCO DE MAYO CHARITY TOURNAMENT INC,CA,712120.0,A84
430303,471864401,201809,141935,0,146100,74709,146100,2019-990ez,65745.0,0.0,0.0,SOCIETY HILL PRESERVATION FOUNDATION,PA,712120.0,A82
430331,452605362,201906,46738,2510,49428,42201,51961,2019-990ez,23382.45,1129.5,2510.0,BOX ELDER MUSEUM FOUNDATION,UT,712110.0,A50
430361,931057209,201812,762,0,4178,9734,6708,2019-990ez,3018.6,0.0,0.0,FRIENDS OF CAPE MEARES LIGHTHOUSE AND WILDLIFE REFUGE INC,OR,712120.0,A80
430365,237404370,201906,4259,2001,30349,29320,30806,2019-990ez,13862.7,900.45,2001.0,WESTERN PENNSYLVANIA GENEALOGICAL SOCIETY,PA,712120.0,A80
430488,202219627,201812,89126,0,161243,140979,167844,2019-990ez,75529.8,0.0,0.0,ARLINGTON GARDEN IN PASADENA,CA,712130.0,C41
430584,810874437,201812,10085,0,30288,27952,45613,2019-990ez,20525.850000000002,0.0,0.0,STUART TANK MEMORIAL ASSOCIATION INC,PA,712120.0,A80
430643,680390601,201812,50810,16869,69276,45719,69684,2019-990ez,31357.8,7591.05,16869.0,JOHN MARSH HISTORIC TRUST INC,CA,712120.0,A82
430668,770404470,201812,61339,5312,74123,68215,87210,2019-990ez,39244.5,2390.4,5312.0,HISTORIC GARDEN LEAGUE,CA,712130.0,C40
430779,200937050,201812,50229,42503,146028,93702,151715,2019-990ez,68271.75,19126.350000000002,42503.0,FLAGSHIP DETROIT FOUNDATION,TN,712120.0,A80
430885,202262464,201812,5962,28214,34176,23048,34176,2019-990ez,15379.2,12696.300000000001,15379.2,TOONERVILLE TROLLEY NEIGHBORHOOD ASSOCIATION INC,KY,712110.0,A54
430920,386091402,201812,29740,0,42849,40416,42849,2019-990ez,19282.05,0.0,0.0,DAVID HORODOKER WOMENS ORGANIZATION,MI,712120.0,A80
430929,201487126,201812,393,2920,3626,7841,3626,2019-990ez,1631.7,1314.0,1631.7,VOLUNTEER RAILROADERS ASSOCIATION A NJ NON PROFIT CORPORATION,NJ,712110.0,A54
430967,455457918,201906,40627,0,42427,7171,45829,2019-990ez,20623.05,0.0,0.0,BRIGHTON-ALLSTON HISTORICAL SOCIETY,MA,712120.0,A82
431103,208655011,201612,17825,20045,76103,76997,79001,2019-990ez,35550.450000000004,9020.25,20045.0,BLUE OX HISTORIC VILLAGE AND SCHOOL,CA,712120.0,A80
431130,943258787,201812,4890,0,11670,10717,16123,2019-990ez,7255.35,0.0,0.0,CALIFORNIA FOUNDRY HISTORY INSTITUTE,CA,712120.0,A80
431135,273893318,201812,822,0,3302,2265,3302,2019-990ez,1485.9,0.0,0.0,STEAMSHIP HISTORICAL SOCIETY OF AMERICA,RI,712110.0,A54
431207,770608991,201812,0,0,0,9809,0,2019-990ez,0.0,0.0,0.0,NEW BRAUNFELS MAIN STREET PARTNERS,TX,712120.0,A80
431356,341839731,201812,20248,0,69793,43404,73099,2019-990ez,32894.55,0.0,0.0,FRIENDS OF HENN MANSION INC,OH,712110.0,A54
431373,471950810,201812,40459,0,40992,37126,40992,2019-990ez,18446.4,0.0,0.0,JACOB LEISLER INSTITUTE FOR THE STUDY OF EARLY NEW YORK HISTORY IN,NY,712120.0,A80
431386,251665638,201812,8091,0,22877,28233,24677,2019-990ez,11104.65,0.0,0.0,VICTORIAN VANDERGRIFT MUSEUM AND HISTORICAL SOCIETY,PA,712110.0,A54
431413,270776714,201812,138735,0,145225,85739,147214,2019-990ez,66246.3,0.0,0.0,NATIONAL ARMOR AND CAVALRY HERITAGE FOUNDATION INC,GA,712110.0,A50
431456,770588059,201812,22634,0,22634,31622,22634,2019-990ez,10185.300000000001,0.0,0.0,LMMRRC INC,CA,712110.0,A50
431485,311603780,201812,44894,0,70522,47334,101268,2019-990ez,45570.6,0.0,0.0,NEW MEXICO COMMITTEE OF THE NATIONAL MUSEUM OF WOMEN IN THE,NM,712110.0,A51
431641,311670087,201812,37827,0,52711,19651,57677,2019-990ez,25954.65,0.0,0.0,CECIL COUNTY FARM MUSEUM INC,MD,712110.0,A50
431656,43348881,201812,157154,1220,161151,111545,161151,2019-990ez,72517.95,549.0,1220.0,NEW BEDFORD HISTORICAL SOCIETY,MA,712120.0,A82
431692,920128343,201812,47865,10600,73858,85371,82717,2019-990ez,37222.65,4770.0,10600.0,INTERNATIONAL GALLERY OF CONTEMPORARY ARTS INC,AK,712110.0,A50
431857,481292008,201812,46032,0,46032,36912,46032,2019-990ez,20714.4,0.0,0.0,WORLD MEMORIAL,TX,712120.0,A80
431928,275004125,201812,10546,0,16278,12829,16319,2019-990ez,7343.55,0.0,0.0,HISTORIC CARTER HOUSE SOCIETY INC,LA,712120.0,A80
431951,431178753,201812,1332,16941,48968,50138,80804,2019-990ez,36361.8,7623.45,16941.0,NEW MADRID MUSEUM,MO,712110.0,A54
431998,410911403,201812,150033,5713,161670,152829,163087,2019-990ez,73389.15000000001,2570.85,5713.0,MORRISON COUNTY HISTORICAL SOCIETY,MN,712120.0,A82
432035,464226480,201812,1268,0,1268,1309,1268,2019-990ez,570.6,0.0,0.0,OLD TOWN SAN DIEGO FOUNDATION,CA,712120.0,A80
432062,840824544,201906,4445,120970,161915,163155,161915,2019-990ez,72861.75,54436.5,72861.75,INTERNATIONAL ORGANIZATION OF LACE INC,VA,712120.0,A80
432065,830481331,201906,12618,41046,59702,49850,93876,2019-990ez,42244.200000000004,18470.7,41046.0,ARIZONA VETERANS HALL OF FAME SOCIETY,AZ,712110.0,A50
432069,300580070,201812,10,0,10,6838,10,2019-990ez,4.5,0.0,0.0,GYGAX MEMORIAL FUND INC,WI,712120.0,A80
432101,271283473,201812,11277,57545,103209,103947,103209,2019-990ez,46444.05,25895.25,46444.05,GALLERY 110 SEATTLE,WA,712110.0,A50
432130,541031215,201906,9422,0,24864,26682,27623,2019-990ez,12430.35,0.0,0.0,AMHERST COUNTY MUSEUM AND HISTORICAL SOCIETY,VA,712110.0,A54
432203,237112707,201812,38982,0,44757,40415,44757,2019-990ez,20140.65,0.0,0.0,POLK COUNTY HISTORICAL SOCIETY,MN,712120.0,A82
432297,383140874,201812,4275,2250,10370,56260,10370,2019-990ez,4666.5,1012.5,2250.0,MICHIGAN POLITICAL HISTORY SOCIETY,MI,712120.0,A80
432323,311077011,201904,0,0,111717,123861,111717,2019-990ez,50272.65,0.0,0.0,FRIENDLY SONS OF ST PATRICK OF CINCINNATI,KY,712120.0,A80
