,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
468391,0.0,0.0,9468.0,753137551,0,2019-990ez,20640,0,21040,201812,8478,21040,DEDHAM VILLAGE PRESERVATION ASSOCIATION INC,MA,712120.0,A82
468495,612.0,275.40000000000003,11671.2,222137873,0,2019-990ez,4586,612,25936,201812,30799,25936,ANDE SOCIETY FOR HISTORY & CULTURE,NY,712120.0,A82
468497,0.0,0.0,7886.7,222906475,0,2019-990ez,17046,0,17526,201812,17398,17526,MADISON HALL ASSOCIATION INC,NY,712120.0,A80
468548,4032.0,1814.4,21784.95,464192108,0,2019-990ez,35434,4032,48411,201812,65188,48411,MISSISSIPPI WILDLIFE HERITAGE FOUNDATION INC,MS,712120.0,A82
468640,0.0,0.0,39915.450000000004,521147586,0,2019-990ez,21155,0,88701,201812,64154,88701,MARYLAND CHAPTER AMERICAN SOCIETY OF LANDSCAPE ARCHITECTS,MD,712130.0,C40
468656,0.0,0.0,24873.75,203655476,0,2019-990ez,52000,0,55275,201812,1932,2103,COLUMBUS DAY COMMITTEE OF EASTCHESTER - TUCKAHOE,NY,712120.0,A84
468726,15143.0,6814.35,15323.4,351598534,0,2019-990ez,18906,15143,34052,201812,29046,34052,NORTH EAST INDIANA STEAM & GAS ASSOCIATION INC,IN,712110.0,A54
468751,15840.0,7128.0,30724.65,454154332,0,2019-990ez,2298,15840,68277,201812,43760,46462,UNCLE REMUS MUSEUM OF EATONTON GEORGIA INC,GA,712110.0,A50
468756,0.0,0.0,23.85,721303828,0,2019-990ez,0,0,53,201812,259,53,CANARY ISLANDS DESCENDENTS ASSOC OF ST BERNARD & SURROUNDING PARISHES,LA,712110.0,A54
468790,9451.0,4252.95,42848.1,251576981,0,2019-990ez,18952,9451,95218,201812,83323,82434,PIONEER HISTORICAL SOCIETY OF BED FORD COUNTY INC,PA,712120.0,A82
468799,0.0,0.0,29228.4,383418386,0,2019-990ez,4336,0,64952,201812,45595,52501,UP STEAM & GAS ENGINE ASSOCIATION INC,MI,712110.0,A54
468824,11406.0,5132.7,32863.05,820401957,0,2019-990ez,36462,11406,73029,201812,56919,73029,NORTHERN PACIFIC DEPOT FOUNDATION INC,ID,712110.0,A54
468890,0.0,0.0,11277.0,753028072,0,2019-990ez,20824,0,25060,201812,3175,22250,LA VERNIA HISTORICAL ASSOCIATION,TX,712120.0,A82
468935,0.0,0.0,28351.8,264069466,0,2019-990ez,62589,0,63004,201812,82361,63004,MINNESOTAS HISTORIC NORTHWEST,MN,712120.0,A80
469066,0.0,0.0,38979.450000000004,562026745,0,2019-990ez,11697,0,86621,201812,52965,52913,MINERAL AND LAPIDARY MUSEUM OF HENDERSON COUNTY INC,NC,712110.0,A51
469078,10324.0,4645.8,20799.9,237441239,0,2019-990ez,30796,10324,46222,201812,42440,43165,BUTTE COUNTY HISTORICAL SOCIETY,CA,712120.0,A82
469096,0.0,0.0,23419.350000000002,371771608,0,2019-990ez,51349,0,52043,201812,49138,51296,SIERRA PACIFIC RAILROAD MUSEUM INC,CA,712110.0,A50
469157,72770.40000000001,52836.3,72770.40000000001,481136101,0,2019-990ez,38023,117414,161712,201812,160224,161712,ABILENE SMOKEY VALLEY RR ASSOCIATION,KS,712120.0,A80
469213,0.0,0.0,0.0,582667541,0,2019-990ez,0,0,0,201812,360,0,NEW ERA FOUNDATION,CA,712110.0,A51
469228,3025.0,1361.25,78734.7,510168405,0,2019-990ez,67718,3025,174966,201812,143591,144701,ST CHARLES HERITAGE CENTER,IL,712120.0,A82
469248,51673.950000000004,30753.0,51673.950000000004,161551479,0,2019-990ez,14779,68340,114831,201812,117200,95156,SENECA MUSEUM OF WATERWAYS AND INDUSTRY INC,NY,712110.0,A54
469267,0.0,0.0,3231.0,431877784,0,2019-990ez,5453,0,7180,201812,14163,7180,ORION CENTER INC,MO,712110.0,A50
469295,0.0,0.0,32094.0,800414857,0,2019-990ez,71015,0,71320,201812,16837,71320,GREENEARTH HERITAGE FOUNDATION,CA,712120.0,A82
469309,58791.6,58791.6,58791.6,431930545,0,2019-990ez,0,130648,130648,201812,103069,130648,IRON MOUNTAIN RAILWAY,MO,712120.0,A80
469329,0.0,0.0,66331.35,581336702,0,2019-990ez,16481,0,147403,201812,101926,112958,STEPHENS COUNTY HISTORICAL SOCIETY INC,GA,712120.0,A82
469330,6210.0,2794.5,49253.85,621847280,0,2019-990ez,48364,6210,109453,201812,45961,48589,HISTORIC GERMANTOWN NASHVILLE INC,TN,712120.0,A80
469344,984.0,442.8,56436.3,201629370,0,2019-990ez,122663,984,125414,201812,22103,125414,SRS HERITAGE FOUNDATION INC,SC,712120.0,A82
469423,6217.0,2797.65,22582.350000000002,222739738,0,2019-990ez,26595,6217,50183,201812,44320,49121,UNITED STATES BICYCLING HALL OF FAME INC,CA,712110.0,A50
469462,0.0,0.0,30846.15,311080460,0,2019-990ez,34212,0,68547,201812,41244,54534,HARDIN COUNTY HISTORICAL MUSEUMS,OH,712110.0,A54
469492,15000.0,6750.0,57184.200000000004,731337370,0,2019-990ez,29581,15000,127076,201812,97920,114926,STILLWATER MUSEUM ASSOCIATION INC,OK,712110.0,A54
469558,26584.65,14769.9,26584.65,586043526,0,2019-990ez,1043,32822,59077,201812,50262,59077,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,GA,712120.0,A80
469568,0.0,0.0,14944.050000000001,731626229,0,2019-990ez,530,0,33209,201812,38163,33209,SUNFLOWER CONSOLIDATED SCHOOL PRESERVATION COMMISSION INC,MS,712110.0,A50
469590,0.0,0.0,18781.65,237454792,0,2019-990ez,0,0,41737,201812,64754,41737,VOLGA-GERMAN CENTENNIAL ASSOCIATION,KS,712120.0,A80
469616,0.0,0.0,9308.7,222439384,0,2019-990ez,1194,0,20686,201812,16081,18340,THE HISTORICAL SOCIETY OF WOODSTOCK,NY,712120.0,A82
469654,0.0,0.0,246.6,20661170,0,2019-990ez,0,0,548,201812,1520,548,HOPE CLUB PRESERVATION FUND,RI,712120.0,A82
469980,0.0,0.0,28630.350000000002,586039355,0,2019-990ez,0,0,63623,201809,19399,31328,FORT FREDERICA ASSOCIATION INC,GA,712120.0,A80
470068,71253.90000000001,37680.75,71253.90000000001,942210551,0,2019-990ez,11907,83735,158342,201806,139024,158342,CAMRON STANFORD HOUSE PRESERVATION,CA,712120.0,A82
470092,6339.0,2852.55,6638.85,237175415,0,2019-990ez,780,6339,14753,201812,14809,9775,ALTON MUSEUM OF HISTORY & ART INC AMHA,IL,712110.0,A54
470138,0.0,0.0,32251.95,431384217,0,2019-990ez,2116,0,71671,201812,53055,52131,VICTORIAN SOCIETY OF THE VAILE MANSION DEWITT MUSEUM,MO,712110.0,A54
470166,3675.0,1653.75,62124.3,820302030,0,2019-990ez,62574,3675,138054,201812,91452,93587,LATAH COUNTY HISTORICAL SOCIETY INC,ID,712120.0,A82
470216,0.0,0.0,37562.85,205495808,0,2019-990ez,19216,0,83473,201812,45842,47886,MINNESOTA PATRIOT GUARD,MN,712120.0,A80
470224,6898.0,3104.1,26715.15,383156522,0,2019-990ez,45253,6898,59367,201812,68485,56541,MARQUETTE BEAUTIFICATION & RESTORATION COMMITTEE INC,MI,712130.0,C41
470228,22510.8,10998.45,22510.8,42630546,0,2019-990ez,10729,24441,50024,201812,59406,50024,GARDNER MUSEUM INC,MA,712110.0,A54
470281,0.0,0.0,32626.8,431265782,0,2019-990ez,9550,0,72504,201812,25296,37480,JESSE JAMES FESTIVAL INC,MO,712120.0,A84
470297,14976.0,13840.2,14976.0,208260013,0,2019-990ez,2500,30756,33280,201812,58854,33280,HOWARD COUNTY AUTOMOTIVE HERITAGEHALL OF FAME INC,IN,712110.0,A50
470319,34268.0,15420.6,80412.3,391455568,0,2019-990ez,57644,34268,178694,201812,163181,163912,GENEVA LAKE MUSEUM INC,WI,712120.0,A80
470367,0.0,0.0,0.0,640813507,0,2019-990ez,0,0,0,201812,0,0,MARTIN LUTHER KING JR ASSN,MS,712120.0,A84
470402,0.0,0.0,21403.350000000002,363194413,0,2019-990ez,41803,0,47563,201812,39571,43962,STREATORLAND HISTORICAL SOCIETY INC,IL,712120.0,A82
470437,0.0,0.0,1231.65,346542409,0,2019-990ez,1123,0,2737,201812,2641,2737,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,OH,712120.0,A80
470476,0.0,0.0,4511.25,472123745,0,2019-990ez,10000,0,10025,201812,11904,10025,BOCA GRANDE PRESERVATION ASSOCIATION INC,FL,712120.0,A82
470562,82041.75,65025.0,82041.75,237366342,0,2019-990ez,0,144500,182315,201806,161484,182315,FINANCIAL EXECUTIVES INTERNATIONAL,TX,712120.0,A80
470618,2832.0,1274.4,22742.55,770666044,0,2019-990ez,39122,2832,50539,201812,41646,48583,UPPER SWAN VALLEY HISTORICAL SOCIETY INC,MT,712120.0,A82
470667,11675.25,6061.95,11675.25,920060054,0,2019-990ez,3588,13471,25945,201812,32396,23790,PIONEERS OF ALASKA,AK,712120.0,A80
470757,27079.65,24019.2,27079.65,232669902,0,2019-990ez,3775,53376,60177,201812,58755,60177,CORNERSTONE CENTER FOR TRAINING AND DEVELOPMENT INC,PA,712110.0,A50
470768,0.0,0.0,5551.2,650678528,0,2019-990ez,9405,0,12336,201812,5601,12336,CROSLEY ESTATE FOUNDATION INC,FL,712120.0,A80
470830,0.0,0.0,24398.100000000002,251789832,0,2019-990ez,90,0,54218,201812,36134,27361,SOUTHERN COVE POWER REUNION INC,PA,712120.0,A82
470942,0.0,0.0,75454.2,510523797,0,2019-990ez,163676,0,167676,201812,155354,167326,WEST VIRGINIA MUSIC HALL OF FAME INC,WV,712110.0,A50
470962,3583.0,1612.3500000000001,9457.65,381892180,0,2019-990ez,5533,3583,21017,201812,18051,19576,WYANDOTTE HISTORICAL SOCIETY,MI,712120.0,A82
470963,25383.600000000002,17754.75,25383.600000000002,204390017,0,2019-990ez,5080,39455,56408,201812,56563,52490,HISTORIC FORT WAYNE COALITION INC,MI,712120.0,A80
470974,228.0,102.60000000000001,5748.75,42743421,0,2019-990ez,11559,228,12775,201812,12728,12775,DRACUT HISTORICAL SOCIETY INC,MA,712120.0,A82
470995,2392.0,1076.4,25407.9,237012227,0,2019-990ez,36116,2392,56462,201812,47105,56462,CHRISTIAN C SANDERSON MUSEUM,PA,712110.0,A54
471016,0.0,0.0,71927.1,113554827,0,2019-990ez,125027,0,159838,201812,102809,147753,WATER MILL MUSEUM,NY,712110.0,A50
471104,0.0,0.0,65146.05,330931346,0,2019-990ez,0,0,144769,201812,39374,47818,LAW ENFORCEMENT AND PUBLIC SAFETY MUSEUM AND RECREATION FUND,CA,712110.0,A50
471135,0.0,0.0,5624.55,274481321,0,2019-990ez,0,0,12499,201812,7290,10531,FRIENDS OF ST JOSEPHS,OR,712120.0,A80
471145,0.0,0.0,26964.45,870643448,0,2019-990ez,59231,0,59921,201812,20197,59921,UTAH MUSEUM OF FIRE SERVICE HISTORY AND FIREFIGHTER MEMORIAL FOUNDATIO,UT,712110.0,A54
471170,20903.0,9406.35,67460.40000000001,222542224,0,2019-990ez,67096,20903,149912,201812,111481,99318,SODUS BAY HISTORICAL SOCIETY,NY,712120.0,A82
471192,0.0,0.0,69350.85,237213368,0,2019-990ez,78623,0,154113,201812,138762,137079,UNION COUNTY HISTORICAL SOCIETY,NM,712120.0,A82
471310,3124.8,3124.8,3124.8,46168480,0,2019-990ez,0,6944,6944,201812,3390,6944,HISTORIC HAVERHILL INC,MA,712120.0,A82
471349,84861.45,84458.25,84861.45,431948858,0,2019-990ez,797,187685,188581,201812,206109,188581,HORTICULTURAL THERAPY INSTITUTE,CO,712130.0,C40
471400,0.0,0.0,20208.600000000002,841539914,0,2019-990ez,44895,0,44908,201812,47882,44908,HISTORICAL SOCIETY OF OAK CREEK & PHIPPSBURG,CO,712120.0,A82
471453,0.0,0.0,1636.65,481117079,0,2019-990ez,3620,0,3637,201812,6324,3637,HERITAGE HOMES ASSOCIATION,KS,712120.0,A80
471461,34679.0,15605.550000000001,54035.55,237427633,0,2019-990ez,39896,34679,120079,201812,56939,100526,LAURA INGALLS WILDER PARK & MUSEUM INC,IA,712110.0,A54
471515,2892.0,1301.4,8031.150000000001,640602144,0,2019-990ez,0,2892,17847,201812,19505,17847,KOSCIUSDKO ATTALA HISTORICAL SOCIETY,MS,712120.0,A82
471520,7094.25,6044.400000000001,7094.25,341186789,0,2019-990ez,25,13432,15765,201812,22358,15765,TUSCARAWAS VALLEY PIONEER POWER ASSOCIATION INC,OH,712120.0,A80
471557,0.0,0.0,21928.5,770480342,0,2019-990ez,14982,0,48730,201809,33384,24552,CALIFORNIA HISTORICAL ARTILLERY SOCIETY,CA,712120.0,A80
471620,0.0,0.0,5547.150000000001,592997776,0,2019-990ez,2035,0,12327,201812,6062,8607,HISTORICAL SOCIETY OF FORT MEADE FLORIDA INC,FL,712120.0,A82
471664,0.0,0.0,29637.9,550852250,0,2019-990ez,52878,0,65862,201812,71499,65862,OHIO BASKETBALL MUSEUM FOUNDATION,OH,712110.0,A50
471671,0.0,0.0,25852.05,311554957,0,2019-990ez,3695,0,57449,201812,54852,57449,HARDIN COUNTY ARMORY RESTORATION FOUNDATION,OH,712120.0,A82
471686,0.0,0.0,9372.6,237320615,0,2019-990ez,6945,0,20828,201812,15320,19886,CHESTERLAND HISTORICAL FOUNDATION,OH,712120.0,A82
471806,0.0,0.0,40598.55,10554700,0,2019-990ez,90038,0,90219,201812,86542,90219,PEACE CORPS FOUNDATION,DC,712110.0,A50
471819,6298.650000000001,4460.85,6298.650000000001,203451384,0,2019-990ez,4084,9913,13997,201809,17256,13997,PIKES PEAK CHILDRENS MUSEUM,CO,712110.0,A50
471830,0.0,0.0,37271.25,566060980,0,2019-990ez,37101,0,82825,201812,31812,40199,HISTORICAL HALIFAX RESTORATION ASSOC INC,NC,712120.0,A80
471838,11313.0,5090.85,15848.1,141589192,0,2019-990ez,21938,11313,35218,201812,12877,35218,QUITMAN RESOURCE CENTER FOR PRESERVATION INC,NY,712120.0,A82
471991,71027.0,31962.15,75258.90000000001,592048498,0,2019-990ez,3008,71027,167242,201812,156828,76440,HERNANDO HISTORICAL MUSEUM ASSOCIATION INC,FL,712110.0,A54
472054,9925.0,4466.25,31088.25,800259517,0,2019-990ez,29610,9925,69085,201812,34960,36826,ARUNDEL HISTORICAL SOCIETY,ME,712120.0,A82
472124,0.0,0.0,28066.05,452695092,0,2019-990ez,23973,0,62369,201812,31417,26527,ASHLAND MAIN STREET,OH,712120.0,A80
472160,36339.0,16352.550000000001,88204.05,542073313,0,2019-990ez,159670,36339,196009,201812,209832,196009,SAVE OUR SHIPS NEW YORK,NY,712110.0,A50
472179,0.0,0.0,4305.150000000001,550819768,0,2019-990ez,8355,0,9567,201812,6076,9489,HUNT MEMORIAL PRESERVATION COM,NY,712120.0,A82
472257,0.0,0.0,389.7,43271509,0,2019-990ez,130,0,866,201812,1547,866,WALNUT SQUARE TOWER CLOCK FOUNDATION INC,MA,712120.0,A82
472419,0.0,0.0,34711.65,113523914,0,2019-990ez,49623,0,77137,201812,43817,39419,MASSAPEQUA HIGH SCHOOL HALL OF FAME INC,NY,712110.0,A50
472473,4520.0,2034.0,55782.9,134206011,0,2019-990ez,69664,4520,123962,201812,85048,100568,ANAHEIM FALL FESTIVAL,CA,712120.0,A84
472544,2442.0,1098.9,6933.6,570941300,0,2019-990ez,7380,2442,15408,201812,40314,14765,SUMMERVILLE DORCHESTER MUSEUM INC,SC,712110.0,A54
472715,0.0,0.0,15429.15,386100681,0,2019-990ez,25300,0,34287,201812,26566,34287,GENESEE COUNTY HISTORICAL & MUSEUM SOCIETY,MI,712110.0,A54
472731,0.0,0.0,20466.9,330941817,0,2019-990ez,36125,0,45482,201812,37492,45482,HISTORICAL SOCIETY & MUSEUM FOR THE CA DEPT OF FORESTRY,CA,712110.0,A54
472758,11447.0,5151.150000000001,20388.600000000002,581325173,0,2019-990ez,30200,11447,45308,201812,23524,44335,FEDERATION OF NORTH CAROLINA HISTORICAL SOCIETIES,NC,712120.0,A82
472768,2581.0,1161.45,22041.0,382864141,0,2019-990ez,18725,2581,48980,201809,25782,32518,STARKWEATHER SOCIETY,MI,712120.0,A80
472876,0.0,0.0,1302.3,943228600,0,2019-990ez,0,0,2894,201812,2723,2894,PON FAMILY ASSOCIATION,CA,712120.0,A80
472893,0.0,0.0,15495.300000000001,391773110,0,2019-990ez,2518,0,34434,201812,13673,13512,WISCONSIN ANTIQUE POWER REUNION INC,WI,712120.0,A80
472906,359.0,161.55,14187.15,201017193,0,2019-990ez,31168,359,31527,201812,20531,23909,FIRST COLONY FOUNDATION,NC,712120.0,A80
472947,0.0,0.0,34966.35,953912353,0,2019-990ez,0,0,77703,201712,69362,77703,AZUSA GOLDEN DAYS,CA,712120.0,A84
472948,0.0,0.0,34966.35,953912353,0,2019-990ez,0,0,77703,201712,69362,77703,AZUSA GOLDEN DAYS,CA,712120.0,A84
473020,0.0,0.0,10274.4,10661743,0,2019-990ez,8882,0,22832,201812,43911,16778,DUNSMUIR BOTANICAL GARDEN,CA,712130.0,C41
473038,0.0,0.0,79636.95,953806162,0,2019-990ez,173375,0,176971,201712,171458,176871,ENCINITAS HISTORICAL SOCIETY,CA,712120.0,A82
473047,350.0,157.5,7873.650000000001,26009227,0,2019-990ez,3100,350,17497,201812,16466,17497,ACWORTH HISTORICAL SOCIETY INC,NH,712120.0,A82
473244,0.0,0.0,9743.85,561397310,0,2019-990ez,12261,0,21653,201812,21457,21653,GUILFORD BATTLE GROUND CO,NC,712120.0,A80
473272,47443.05,46002.15,47443.05,208636143,0,2019-990ez,3189,102227,105429,201812,103386,105429,DIXIE STERNWHEELER INC,IN,712120.0,A80
473308,0.0,0.0,3093.3,364433013,0,2019-990ez,3507,0,6874,201812,9305,5300,NORTHERN ILLINOIS FIRE MUSEUM,IL,712110.0,A50
473411,16505.0,7427.25,39473.55,454079075,0,2019-990ez,53771,16505,87719,201812,103687,82769,MASS GALLERY INC,TX,712110.0,A50
473501,0.0,0.0,17284.5,134268594,0,2019-990ez,8800,0,38410,201812,29052,23676,PERRY HOUSE FOUNDATION INC,CT,712120.0,A80
473566,0.0,0.0,0.0,330798020,0,2019-990ez,0,0,0,201812,285,0,MISSION INN FLIERS WALL INC CA NON-PROFIT MUTUAL BEN CORP,CA,712120.0,A80
473576,0.0,0.0,685.8000000000001,330377834,0,2019-990ez,1524,0,1524,201812,8981,1524,RIVERSIDE SHERIFFS MUSEUM,CA,712110.0,A50
473583,0.0,0.0,3200.85,261415275,0,2019-990ez,1936,0,7113,201812,4119,7113,HUDSON COUNTY GENEALOGICAL SOCIETY A NJ NONPROFIT CORPORATION,NJ,712120.0,A80
473683,0.0,0.0,33667.200000000004,830317899,0,2019-990ez,3150,0,74816,201812,16916,34525,COWGIRLS OF THE WEST,WY,712110.0,A54
473693,0.0,0.0,2469.15,223750409,0,2019-990ez,401,0,5487,201812,9474,5487,INTERNATIONAL MATCH SAFE ASSOCIATION,NJ,712120.0,A80
473706,0.0,0.0,3769.65,261820462,0,2019-990ez,3972,0,8377,201812,3709,8377,QUINCY QUARRY AND GRANITE WORKERS MUSEUM,MA,712110.0,A50
473714,0.0,0.0,19242.45,200247793,0,2019-990ez,41713,0,42761,201812,13100,42761,WILMINGTON HISTORICAL SOCIETY,NY,712120.0,A82
473720,104.0,46.800000000000004,16956.0,263547599,0,2019-990ez,28103,104,37680,201812,32032,36318,SISKIYOU GARDENS PARKS AND GREENWAYS ASSOCIATION,CA,712130.0,C41
473744,0.0,0.0,25448.850000000002,811284278,0,2019-990ez,53003,0,56553,201812,64585,52576,NATIONAL MUSEUM OF THE AMERICAN SAILOR FOUNDATION,IL,712110.0,A50
473747,47298.15,43610.4,47298.15,237254912,0,2019-990ez,6606,96912,105107,201812,128825,103763,HISTORIC ELLICOTT CITY INC,MD,712110.0,A54
473795,0.0,0.0,25887.15,421207293,0,2019-990ez,19951,0,57527,201812,39398,57527,MADRID HISTORICAL SOCIETY,IA,712120.0,A82
473873,38824.200000000004,38824.200000000004,38824.200000000004,753213865,0,2019-990ez,0,86276,86276,201812,86321,86276,RESTORATION HOME INC,MS,712120.0,A82
473888,57051.9,48631.05,57051.9,204531853,0,2019-990ez,18713,108069,126782,201812,140649,126782,USS LST 393 PRESERVATION ASSOCIATION INC,MI,712120.0,A82
473905,17440.0,7848.0,29884.05,237525766,0,2019-990ez,0,17440,66409,201812,55228,66409,SONS OF NORWAY,ND,712120.0,A80
473931,10780.65,10763.1,10780.65,911038928,0,2019-990ez,0,23918,23957,201812,23404,23957,CHINOOK PASS COMMUNITY ASSOCIATION,WA,712120.0,A84
474003,0.0,0.0,16386.75,364040683,0,2019-990ez,18313,0,36415,201812,35016,27353,JOSEPH F GLIDDEN HOMESTEAD AND HISTORICAL CENTER,IL,712110.0,A54
474007,81726.75,53835.75,81726.75,586074085,0,2019-990ez,57900,119635,181615,201812,100352,181615,MORGAN COUNTY HISTORICAL SOCIETY INC,GA,712120.0,A82
474040,0.0,0.0,3459.15,930853003,0,2019-990ez,7384,0,7687,201812,1634,7687,DAVID CAMPBELL MEMORIAL ASSOCIATION,OR,712120.0,A80
474080,26126.55,20692.350000000002,26126.55,953646320,0,2019-990ez,11129,45983,58059,201812,45262,57500,MINTER FIELD AIR MUSEUM INC,CA,712110.0,A54
474154,35280.450000000004,31009.05,35280.450000000004,431121821,0,2019-990ez,9386,68909,78401,201812,67337,78401,LIBERTY GARDEN APARTMENTS INC,MO,712130.0,C41
474173,0.0,0.0,59996.700000000004,391917878,0,2019-990ez,123763,0,133326,201812,26447,132986,TOMAH AREA HISTORICAL SOCIETY INC,WI,712120.0,A82
474225,0.0,0.0,61558.200000000004,943283216,0,2019-990ez,114597,0,136796,201812,72876,59204,SAN FRANCISCO AERONAUTICAL SOCIETY,CA,712110.0,A54
474261,68697.0,43139.700000000004,68697.0,481193709,0,2019-990ez,56661,95866,152660,201812,122569,152660,OLD SHAWNEE DAYS SOCIETY,KS,712120.0,A84
474318,0.0,0.0,31095.45,237348141,0,2019-990ez,6297,0,69101,201812,73597,69101,SOUTH CAROLINA GENEALOGICAL SOCIETY INC,SC,712120.0,A80
474340,43761.15,39414.6,43761.15,731644833,0,2019-990ez,9349,87588,97247,201812,111465,97247,EXHIBIT ENVOY INC,CA,712110.0,A50
474348,0.0,0.0,69008.85,223807606,0,2019-990ez,81622,0,153353,201812,54714,129447,WOMEN DIVERS HALL OF FAME INC,CA,712110.0,A50
474359,11104.65,5625.0,11104.65,311540886,0,2019-990ez,11993,12500,24677,201812,25347,24677,NEW BREMEN HISTORIC ASSOCIATION,OH,712120.0,A80
474498,0.0,0.0,52701.75,273165505,0,2019-990ez,112799,0,117115,201812,128992,113004,LEGACY PROJECT,IL,712110.0,A50
474542,0.0,0.0,6130.8,222543759,0,2019-990ez,7538,0,13624,201805,12385,13624,THE FRIENDS OF LONG POND IRONWORKS INC,NJ,712120.0,A82
474589,8925.0,4016.25,13225.95,20447459,0,2019-990ez,13483,8925,29391,201812,36939,29391,GORHAM 4TH OF JULY COMMITTEE,NH,712120.0,A84
474733,0.0,0.0,2878.2000000000003,611280618,0,2019-990ez,6379,0,6396,201812,4400,6396,GREENUP COUNTY WAR MEMORIAL INC,KY,712120.0,A80
474880,557.0,250.65,14004.0,591753602,0,2019-990ez,6172,557,31120,201706,6247,20504,HISTORIC STAGVILLE FOUNDATION,NC,712120.0,A82
474886,0.0,0.0,10440.45,510615985,0,2019-990ez,16553,0,23201,201812,24653,23201,THE JEFF COOPER LEGACY FOUNDATION,AZ,712110.0,A50
474977,7097.0,3193.65,21219.75,202498199,0,2019-990ez,24450,7097,47155,201812,26674,44662,TRAYSER MUSEUM DIRECTORS INC,MA,712110.0,A50
474998,1133.0,509.85,18486.9,20346213,0,2019-990ez,39949,1133,41082,201805,38534,41082,POORE FAMILY FOUNDATION FOR NORTH COUNTRY CONSERVANCY,VT,712110.0,A54
475006,0.0,0.0,71032.5,454735976,0,2019-990ez,157850,0,157850,201809,413783,157850,AMERICAN FUND FOR WESTMINSTER ABBEY,NY,712120.0,A80
475081,0.0,0.0,38739.6,270658094,0,2019-990ez,86088,0,86088,201812,85855,86088,SOUTH CAROLINA HEART GALLERY FOUNDATION,SC,712110.0,A51
475141,3772.0,1697.4,30428.55,841493829,0,2019-990ez,45693,3772,67619,201812,16944,67619,RIDGWAY RAILROAD MUSEUM,CO,712110.0,A50
475151,0.0,0.0,182.25,262861941,0,2019-990ez,405,0,405,201812,798,405,BATH COUNTY HISTORICAL SOCIETY INC,KY,712120.0,A82
475173,0.0,0.0,2804.85,273304573,0,2019-990ez,3150,0,6233,201812,1283,6233,PELZER HERITAGE COMMISSION,SC,712120.0,A80
475382,9799.65,4440.150000000001,9799.65,271636851,0,2019-990ez,11910,9867,21777,201812,24142,21777,BABBIE RURAL & FARM LEARNING MUSEUM,NY,712110.0,A50
475500,10909.0,4909.05,28435.5,223450164,0,2019-990ez,52230,10909,63190,201812,38123,63190,SUMMIT JULY FOURTH & CELEBRATION COMMITTEE INC,NJ,712120.0,A84
475517,0.0,0.0,5111.1,452424237,0,2019-990ez,8239,0,11358,201812,8533,11358,AMERICAN FRIENDS OF HERCULANEUM INC,NY,712120.0,A80
475528,4132.0,1859.4,8035.2,133605389,0,2019-990ez,790,4132,17856,201806,28604,17856,ARCHIVISTS ROUND TABLE OF METROPOLITAN NEW YORK INC,NY,712120.0,A80
475569,0.0,0.0,148.05,272382718,0,2019-990ez,271,0,329,201812,190571,329,RENOVA FORT ROSS FOUNDATION,NY,712120.0,A80
475588,43635.6,29954.7,43635.6,562633097,0,2019-990ez,5151,66566,96968,201806,86807,88684,PASADENA ROVING ARCHERS HERITAGE INC,CA,712120.0,A80
475662,1029.0,463.05,31580.55,542147393,0,2019-990ez,68796,1029,70179,201812,114887,70179,PLAINS TRAIL REGION OF TEXAS INC,TX,712120.0,A80
475666,25384.95,25384.95,25384.95,383096561,0,2019-990ez,0,56411,56411,201812,66059,56411,ST CHARLES HAUNTED HOUSE ASSOCIATION INC,MI,712120.0,A80
475692,0.0,0.0,4254.3,264210488,0,2019-990ez,9454,0,9454,201811,9599,9454,ALCO HISTORICAL & TECHNICAL SOCIETY,NY,712120.0,A80
475767,0.0,0.0,15413.4,941567160,0,2019-990ez,3875,0,34252,201805,27289,24581,CONFERENCE OF CALIFORNIA HISTORICAL SOCIETIES,CA,712120.0,A82
475781,0.0,0.0,135.0,541760096,0,2019-990ez,300,0,300,201812,0,300,DINWIDDIE COUNTY HISTORICAL SOCIETY,VA,712120.0,A82
475957,0.0,0.0,6571.8,621306561,0,2019-990ez,9125,0,14604,201812,6658,14604,DUC BA CHUA XU MEMORIAL ASSOCIATION,VA,712120.0,A80
475971,0.0,0.0,8986.5,113027069,0,2019-990ez,19954,0,19970,201903,21893,19970,DOUGLASTON AND LITTLE NECK HISTORICAL SOCIETY,NY,712120.0,A82
476076,0.0,0.0,70009.65000000001,954221910,0,2019-990ez,122564,0,155577,201806,130837,100781,LANCASTER MUSEUM AND PUBLIC ART FOUNDATION,CA,712110.0,A51
476143,0.0,0.0,46602.9,42724138,0,2019-990ez,76961,0,103562,201805,106988,103562,DAUGHTERS OF VARTAN,RI,712120.0,A80
476218,0.0,0.0,42759.9,264039716,0,2019-990ez,12250,0,95022,201812,112382,92522,HOI DEN HUNG FOUNDATION,CA,712120.0,A80
