,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_12m,45_of_Earned_max_12m,100_of_Earned_upto_45_Gross_max_12m,NAME,STATE,NAICS,NTEEFINAL
522202,226059822,201906,39517,58452,143531,121642,162656,2019-990ez,73195.2,26303.4,58452,MONMOUTH CIVIC CHORUS INC,NJ,711130.0,A6B
522209,640851284,201812,6400,0,6400,6183,6400,2019-990ez,2880.0,0.0,0,THEATRE PLUS INC,MS,711110.0,A65
522257,272879792,201812,0,6830,6830,6911,6830,2019-990ez,3073.5,3073.5,12000000,DANCENLIGHT INC,CT,711120.0,A62
522280,331043915,201812,28664,0,57606,62579,57606,2019-990ez,25922.7,0.0,0,MICKEE FAUST ALTERNATIVE PERFORMANCE CLUB INC,FL,711130.0,A6C
522283,391954062,201807,22148,11145,33456,36236,33456,2019-990ez,15055.2,5015.25,11145,EAU CLAIRE CHAMBER ORCHESTRA INC,WI,711130.0,A69
522470,320369690,201812,175,0,7723,8267,7723,2019-990ez,3475.35,0.0,0,PLAINFIELD LITTLE THEATER INC,VT,711110.0,A65
522481,237011908,201901,65302,0,65302,70671,65302,2019-990ez,29385.9,0.0,0,LAREDO LITTLE THEATER,TX,711110.0,A65
522502,203947220,201903,10687,51344,68242,44666,68242,2019-990ez,30708.9,23104.8,12000000,THE ARTHUR LESSAC INTITUTE INC,NY,711100.0,A60
522522,237385737,201906,41483,79022,122113,109247,127381,2019-990ez,57321.450000000004,35559.9,12000000,CHORAL ART SOCIETY,ME,711130.0,A6B
522529,846036125,201904,0,16911,94077,91670,185711,2019-990ez,83569.95,7609.95,16911,SWEET ADELINES INTERNATIONAL,CO,711130.0,A6B
522542,520781461,201812,11005,45748,59369,60598,59369,2019-990ez,26716.05,20586.600000000002,12000000,WASHINGTON SAENGERBUND INC,DC,711100.0,A60
522551,311418248,201812,0,28623,52038,40165,80542,2019-990ez,36243.9,12880.35,28623,IRISH DANCE ASSOCIATION OF COLUMBUS,OH,711120.0,A62
522578,237100511,201904,30676,0,55217,57527,65174,2019-990ez,29328.3,0.0,0,ST PETERSBURG OPERA GUILD INC,FL,711130.0,A6A
522579,237100511,201904,30676,0,55217,57527,65174,2019-990ez,29328.3,0.0,0,ST PETERSBURG OPERA GUILD INC,FL,711130.0,A6A
522596,10422341,201806,18108,42822,72993,93148,74277,2019-990ez,33424.65,19269.9,12000000,MAD HORSE THEATRE COMPANY,ME,711110.0,A65
522646,300782885,201609,1080,86278,97595,95051,98229,2019-990ez,44203.05,38825.1,12000000,NIEF-NORF,TN,711130.0,A68
522659,460916382,201808,47309,54243,101552,143421,101552,2019-990ez,45698.4,24409.350000000002,12000000,BRIDGE REPERTORY THEATER INC,MA,711110.0,A65
522679,200459975,201612,102796,27961,275004,142774,271197,2019-990ez,122038.65000000001,12582.45,27961,PACIFIC CREST SINFONIETTA,OR,711130.0,A68
522760,42295482,201808,104630,49980,154927,176893,154927,2019-990ez,69717.15000000001,22491.0,49980,CHORUS PRO MUSICA INC,MA,711130.0,A6B
522764,461456559,201808,25140,92985,118125,102012,118125,2019-990ez,53156.25,41843.25,12000000,BLACK DIRT THEATER,MN,711110.0,A65
522769,462875034,201906,30575,10866,41441,39615,41441,2019-990ez,18648.45,4889.7,10866,HAYDENS FERRY CHAMBER MUSIC SERIES,AZ,711130.0,A6C
522793,591702013,201812,39447,0,43542,41330,50607,2019-990ez,22773.15,0.0,0,MESSIAH CHORAL SOCIETY INC,FL,711130.0,A6B
522797,330569540,201903,10340,59668,73404,64832,101705,2019-990ez,45767.25,26850.600000000002,12000000,COMMUNITY YOUTH ORCHESTRA OF SOUTHERN CALIFORNIA,CA,711130.0,A69
522801,382832282,201812,8575,0,9852,7758,13339,2019-990ez,6002.55,0.0,0,VERDI OPERA THEATRE OF MICHIGAN,MI,711130.0,A6A
522804,42802503,201904,685,225,3554,4586,3554,2019-990ez,1599.3,101.25,225,SWEET ADELINES INTERNATIONAL,MA,711130.0,A6B
522826,760319536,201808,53729,26570,94606,90308,95484,2019-990ez,42967.8,11956.5,26570,BAYOU CITY PERFORMING ARTS INC,TX,711130.0,A6B
522829,521091061,201906,24174,6380,41836,36116,52667,2019-990ez,23700.15,2871.0,6380,MARYLAND CHORAL SOCIETY INC,MD,711130.0,A6B
522852,20472774,201808,1417,0,17964,9469,34921,2019-990ez,15714.45,0.0,0,TIMBERLANE MUSIC ASSOCIATION,NH,711130.0,A68
522856,330008806,201808,0,0,35546,34679,191885,2019-990ez,86348.25,0.0,0,BUTTERFIELD STAGE PLAYERS,CA,711110.0,A65
522857,352534451,201812,311,0,311,308,311,2019-990ez,139.95000000000002,0.0,0,ITL INC,MD,711110.0,A65
522866,464383141,201808,56134,20283,76422,78348,76422,2019-990ez,34389.9,9127.35,20283,MIAMI CHAMBER MUSIC SOCIETY,FL,711130.0,A6C
522874,273505139,201808,29149,29911,83784,86712,92366,2019-990ez,41564.700000000004,13459.95,29911,COASTAL PERFORMING ARTS FOUNDATION,CA,711120.0,A63
522878,742465137,201808,26363,101387,127750,138366,127750,2019-990ez,57487.5,45624.15,12000000,YOUNG PEOPLES THEATRE PROJECT INC,OR,711110.0,A65
522885,946128525,201904,5684,0,49091,37907,82212,2019-990ez,36995.4,0.0,0,SWEET ADELINES INTERNATIONAL,CA,711130.0,A6B
522902,770347072,201906,62487,3440,65927,14163,65927,2019-990ez,29667.15,1548.0,3440,MUSIC AT TRINITY,CA,711130.0,A68
522903,30367094,201906,11899,7338,19237,24636,19237,2019-990ez,8656.65,3302.1,7338,NORTHEAST KINGDOM CLASSICAL SERIES INC,VT,711100.0,A60
522908,471952105,201808,63396,23440,86836,78034,86836,2019-990ez,39076.200000000004,10548.0,23440,CINCINNATI FUSION ENSEMBLE INC,OH,711130.0,A6C
522926,311443827,201808,3825,57498,61774,52978,61774,2019-990ez,27798.3,25874.100000000002,12000000,BEAVERCREEK COMMUNITY THEATER,OH,711110.0,A65
522936,320277883,201906,25702,29503,58273,63240,59437,2019-990ez,26746.65,13276.35,12000000,MUSIC ON NORWAY POND,NH,711130.0,A68
522956,741928292,201903,18393,0,19121,22770,19121,2019-990ez,8604.45,0.0,0,BEAUMONT INTERFAITH CHORAL SOCIETY BICS,TX,711130.0,A6B
522993,264672680,201905,29351,56018,102119,99876,106065,2019-990ez,47729.25,25208.100000000002,12000000,TALLAHASSEE YOUTH ORCHESTRAS INC,FL,711130.0,A69
523038,262206168,201807,25153,27955,87783,81198,108459,2019-990ez,48806.55,12579.75,27955,MUSIC AT THE MISSION,CA,711130.0,A68
523062,451956934,201812,36428,12660,47595,41095,54984,2019-990ez,24742.8,5697.0,12660,NORTHAMPTON JAZZ FESTIVAL INC,MA,711130.0,A6C
523068,752657699,201812,13188,9137,43894,37166,48548,2019-990ez,21846.600000000002,4111.650000000001,9137,JASPER JAZZ MAWZZ & PAWZZ,TX,711130.0,A6C
523077,931314072,201808,18109,75509,95246,112467,95301,2019-990ez,42885.450000000004,33979.05,12000000,AURORA CHORUS INC,OR,711130.0,A6B
523088,222281164,201808,65055,23503,99259,45924,146674,2019-990ez,66003.3,10576.35,23503,MADRIGALIA LTD,NY,711130.0,A6B
523096,133903490,201808,60240,23452,83692,82834,83692,2019-990ez,37661.4,10553.4,23452,TRIBECA NEW MUSIC INC,NY,711130.0,A6C
523113,364591545,201806,0,0,0,0,0,2019-990ez,0.0,0.0,0,ARTISTS VOCAL ENSEMBLE,CA,711130.0,A6B
523137,263075569,201812,450,0,61444,65673,88020,2019-990ez,39609.0,0.0,0,GILES COUNTY BAND BACKERS INC,TN,711130.0,A6C
523147,710527296,201906,44556,6368,57238,55118,59500,2019-990ez,26775.0,2865.6,6368,ARKANSAS CHAMBER SINGERS,AR,711130.0,A6B
523210,371652305,201812,518,0,2146,1420,2146,2019-990ez,965.7,0.0,0,DANCE STORE EXPRESSION,PA,711120.0,A62
523233,581424668,201906,0,5493,9189,2690,9189,2019-990ez,4135.05,2471.85,12000000,AMERICA PRODUCTION & INVENTORY CONTROL SOCIETY,TN,711100.0,A60
523295,320119937,201905,0,23934,23934,35973,23934,2019-990ez,10770.300000000001,10770.300000000001,12000000,SALVATORE LARUSSA DANCE COMPANY INC,NY,711120.0,A62
523438,364302912,201812,10251,751,11001,15694,11001,2019-990ez,4950.45,337.95,751,JUMP RHYTHM JAZZ PROJECT,IL,711130.0,A6C
523467,371458709,201812,13018,36863,51842,59155,55449,2019-990ez,24952.05,16588.350000000002,12000000,CENTER STAGE THEATRE INC,MI,711110.0,A65
523506,561564917,201906,11930,0,18162,14426,18162,2019-990ez,8172.900000000001,0.0,0,THE COMMUNITY CHORUS INC,NC,711130.0,A6B
523604,202473999,201809,0,81694,81694,82532,81694,2019-990ez,36762.3,36762.3,12000000,CITY OF DUNEDIN PIPE BAND INC,FL,711130.0,A6C
523605,760035368,201812,42235,25990,75209,62098,76664,2019-990ez,34498.8,11695.5,25990,CLEAR LAKE SYMPHONY AT UH CLC,TX,711130.0,A69
523642,812697000,201812,0,0,0,0,0,2019-990ez,0.0,0.0,0,EVERGREEN MUSIC FOUNDATION,MO,711130.0,A68
523695,30550727,201812,0,0,0,66,0,2019-990ez,0.0,0.0,0,LULLABY PROJECT INC,NM,711130.0,A68
523763,542004445,201808,36480,79316,122990,135765,123106,2019-990ez,55397.700000000004,35692.200000000004,12000000,HERITAGE SIGNATURE CHORALE,DC,711130.0,A6B
523769,200088541,201906,24319,28159,66494,54419,70485,2019-990ez,31718.25,12671.550000000001,28159,CANTUS NOVUS,PA,711130.0,A6B
523771,222552531,201812,1300,4011,11526,10698,11526,2019-990ez,5186.7,1804.95,4011,ISLAND SINGERS INC,NJ,711130.0,A6B
523848,480683899,201812,19678,0,68259,72400,68259,2019-990ez,30716.55,0.0,0,TOPEKA JAZZ WORKSHOP INC,KS,711130.0,A68
523857,470881098,201812,33286,0,33286,30602,33286,2019-990ez,14978.7,0.0,0,CHILDREN THEATER PROJECT,IL,711110.0,A65
523882,431982419,201812,7856,17226,25082,19253,25082,2019-990ez,11286.9,7751.7,12000000,PERFORMING ARTS REPERTORY COMPANY,MD,711100.0,A60
523897,161496750,201812,3820,0,3820,3911,3820,2019-990ez,1719.0,0.0,0,PUPPETS INCHRIST INC,NY,711110.0,A65
523922,841177014,201812,10817,61190,74232,56477,74232,2019-990ez,33404.4,27535.5,12000000,DENVER POPS ORCHESTRA,CO,711130.0,A69
524000,141919469,201807,15563,71646,90653,88830,92233,2019-990ez,41504.85,32240.7,12000000,THE SPIZZWINKS OF YALE UNIVERSITY INC,CT,711130.0,A6B
524041,386093163,201906,39226,6670,47898,40327,47898,2019-990ez,21554.100000000002,3001.5,6670,GROSSE POINTE SYMPHONY ORCHESTRA SOCIETY,MI,711130.0,A69
524104,274967008,201906,1383,0,92768,93760,117136,2019-990ez,52711.200000000004,0.0,0,LD BELL HS CHOIR BOOSTER CLUB,TX,711130.0,A6B
524129,237092441,201906,44873,66165,147014,142351,156988,2019-990ez,70644.6,29774.25,66165,BARTLESVILLE CIVIC BALLET INC,OK,711120.0,A63
524140,752267758,201812,5000,0,28910,26399,32008,2019-990ez,14403.6,0.0,0,INDIAN CLASSICAL MUSIC CIRCLE,TX,711130.0,A68
524156,133193345,201805,11180,11792,38227,41616,40908,2019-990ez,18408.600000000002,5306.400000000001,11792,HUDSON VALLEY SINGERS CORPORATION,NY,711130.0,A6B
524270,330415670,201812,0,56702,60518,57791,60518,2019-990ez,27233.100000000002,25515.9,12000000,NATIONAL SMOOTH DANCERS,CA,711120.0,A62
524300,581579341,201806,9500,52360,108798,92771,108798,2019-990ez,48959.1,23562.0,12000000,COASTAL ISLANDS THEATER INC,GA,711110.0,A65
524394,522190112,201806,37320,46925,84245,83873,84245,2019-990ez,37910.25,21116.25,12000000,QUOTIDIAN THEATRE COMPANY INC,MD,711110.0,A65
524422,954843260,201806,0,0,0,0,0,2019-990ez,0.0,0.0,0,ICT PRODUCTIONS INC,CA,711110.0,A65
524488,942864132,201808,0,0,19453,10028,48377,2019-990ez,21769.65,0.0,0,THEATER WEST,AZ,711110.0,A65
524622,226290368,201812,10906,95288,106837,111556,106837,2019-990ez,48076.65,42879.6,12000000,SOMERSET VALLEY PLAYERS,NJ,711120.0,A62
524626,760349609,201906,0,0,1385,2547,1385,2019-990ez,623.25,0.0,0,LUTCHER THEATER SERVICE GUILD,TX,711110.0,A65
524637,251293074,201904,4973,7810,43276,35716,64941,2019-990ez,29223.45,3514.5,7810,SWEET ADELINES INTERNATIONAL,PA,711130.0,A6B
524649,911568156,201906,24568,34713,60005,59511,60005,2019-990ez,27002.25,15620.85,12000000,GALLERY CONCERTS,WA,711130.0,A68
524652,272999650,201906,0,59296,59296,60303,59296,2019-990ez,26683.2,26683.2,12000000,PERFORMING ARTISTS REPERTORY THEATRE,NE,711100.0,A60
524664,237311235,201808,22151,0,39356,48191,39356,2019-990ez,17710.2,0.0,0,SPANISH ENGLISH ENSEMBLE THEATRE INC,NY,711110.0,A65
524703,366111488,201906,2316,17381,20157,19071,20157,2019-990ez,9070.65,7821.45,12000000,ELGIN THEATRE COMPANY INC,IL,711110.0,A65
524708,237045943,201812,0,58105,76580,83253,76580,2019-990ez,34461.0,26147.25,12000000,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,IN,711130.0,A6B
524722,200359705,201808,66830,24135,89157,91773,98915,2019-990ez,44511.75,10860.75,24135,FRANKLY MUSIC INC,WI,711130.0,A68
524747,475616103,201806,14258,0,14258,5645,14258,2019-990ez,6416.1,0.0,0,MUSIC ON THE INSIDE,NY,711130.0,A68
524772,237227328,201812,12871,89663,102536,112397,102536,2019-990ez,46141.200000000004,40348.35,12000000,FOREST THEATRE GUILD INC,CA,711110.0,A65
524787,550779243,201806,609,0,59535,61964,96987,2019-990ez,43644.15,0.0,0,FIRST STAGE THEATRE COMPANY INC,WV,711110.0,A65
524799,521295004,201806,22749,26169,73377,32904,76444,2019-990ez,34399.8,11776.050000000001,26169,PUMPKIN THEATRE OF BALTIMORE INC,MD,711110.0,A65
524800,521295004,201806,22749,26169,73377,32904,76444,2019-990ez,34399.8,11776.050000000001,26169,PUMPKIN THEATRE OF BALTIMORE INC,MD,711110.0,A65
524817,474654409,201906,25053,14665,45178,31644,45178,2019-990ez,20330.100000000002,6599.25,14665,NASHUA CHORAL SOCIETY,NH,711130.0,A6B
524819,383976737,201903,8974,34536,46706,44207,51760,2019-990ez,23292.0,15541.2,12000000,WESTMONT THEATRE ARTS BOOSTERS,CA,711110.0,A65
524825,460659995,201812,133000,5134,138331,71376,138331,2019-990ez,62248.950000000004,2310.3,5134,QUBIT NEW MUSIC,NY,711130.0,A68
524860,222786162,201812,21467,10454,36271,25874,36545,2019-990ez,16445.25,4704.3,10454,MUSIC FOR PEOPLE INC,CT,711130.0,A68
524887,232546487,201906,1676,1750,3426,4086,3426,2019-990ez,1541.7,787.5,12000000,ROSE TREE POPS ORCHESTRA,PA,711130.0,A69
524892,421579018,201806,17188,28502,56137,51782,61857,2019-990ez,27835.65,12825.9,12000000,NORTHWEST SACRED MUSIC CHORALE INC,WA,711130.0,A6B
524903,204018341,201812,10000,0,10000,15687,10000,2019-990ez,4500.0,0.0,0,NY2DANCE,IL,711120.0,A62
524941,475644648,201905,75787,0,22053,16575,94567,2019-990ez,42555.15,0.0,0,HIGHLAND PERFORMING ARTS BOOSTERS INC,IN,711100.0,A60
524945,920168259,201812,69177,54649,123826,125042,123826,2019-990ez,55721.700000000004,24592.05,54649,ALASKA CHILDRENS INSTITUTE FOR THE PERFORMING ARTS INC,AK,711100.0,A60
524946,382463800,201512,0,0,862,0,947,2019-990ez,426.15000000000003,0.0,0,BUCKHAM ALLEY THEATER INC,MI,711110.0,A65
524965,43384393,201812,6114,19018,25724,25138,26425,2019-990ez,11891.25,8558.1,12000000,ARTISTS COLLABORATIVE THEATRE OF NEW ENGLAND ACT ONE,NH,711110.0,A65
524972,510670021,201812,12401,2771,15172,7436,15172,2019-990ez,6827.400000000001,1246.95,2771,CONCERT OPERETTA THEATER,PA,711130.0,A6A
525001,473974839,201812,990,0,990,2017,990,2019-990ez,445.5,0.0,0,PLAY IT FORWARD FOUNDATION,MN,711110.0,A65
525028,900641214,201812,56965,103372,174713,178501,185464,2019-990ez,83458.8,46517.4,12000000,STAGEWORKS FRESNO,CA,711110.0,A65
525046,680026768,201812,13388,130267,146736,145312,149783,2019-990ez,67402.35,58620.15,12000000,CHAUTAUQUA PLAYHOUSE,CA,711110.0,A65
525047,331143745,201812,7467,34210,45087,49277,45087,2019-990ez,20289.15,15394.5,12000000,JAZZ LOVERS CLUB OF THE VILLAGES INC,FL,711130.0,A6C
525077,721195445,201812,28855,13252,97270,122438,102736,2019-990ez,46231.200000000004,5963.400000000001,13252,CHANSON INC,LA,711130.0,A6B
525094,204766220,201812,38297,30282,73140,73204,73140,2019-990ez,32913.0,13626.9,30282,A SIGN OF THE TIMES OF THE CAROLINAS,NC,711100.0,A61
525102,352115923,201812,62478,0,124956,134863,124956,2019-990ez,56230.200000000004,0.0,0,COMMUNITY WORSHIP ARTS INC,IN,711100.0,A60
525192,202489472,201812,55375,44237,125397,132634,125397,2019-990ez,56428.65,19906.65,44237,OAKLAND EAST BAY GAY MENS CHORUS,CA,711130.0,A6B
525225,431874616,201806,70927,49484,144106,125701,159273,2019-990ez,71672.85,22267.8,49484,KANSAS CITY WOMENS CHORUS,MO,711130.0,A6B
525263,455449434,201806,12041,9532,21573,35768,21573,2019-990ez,9707.85,4289.400000000001,9532,COR CANTIAMO NFP,IL,711130.0,A6B
525282,472666254,201812,42150,0,1058,12639,61948,2019-990ez,27876.600000000002,0.0,0,AMERIPOLITAN AWARDS PRODUCTIONS,TX,711100.0,A60
525301,202147623,201806,0,13350,33269,39662,33269,2019-990ez,14971.050000000001,6007.5,13350,VERMONT ACTORS REPERTORY THEATRE COMPANY,VT,711110.0,A65
525434,273618957,201812,156151,9779,166068,163264,166068,2019-990ez,74730.6,4400.55,9779,KHECARI,IL,711120.0,A62
525439,205053865,201809,53791,0,67952,58890,72570,2019-990ez,32656.5,0.0,0,JAZZ AT FIVE INC,WI,711130.0,A6C
525445,760370747,201808,0,98302,157811,119133,157811,2019-990ez,71014.95,44235.9,12000000,BRAZOSPORT CENTER STAGES INC BRAZOSPORT CENTER STAGES,TX,711110.0,A65
525476,320073857,201903,0,0,2280,7060,58885,2019-990ez,26498.25,0.0,0,SOUTHERN ARIZONA BLUES HERITAGE FOUNDATION INC,AZ,711130.0,A68
525497,331138564,201812,1753,13383,15686,16081,15686,2019-990ez,7058.7,6022.35,12000000,AFRICAN AMERICANS RENEWING INTEREST IN SPIRITUALS ENSEMBLE INC,KS,711130.0,A6C
525546,581439947,201806,0,57738,74286,96282,74286,2019-990ez,33428.700000000004,25982.100000000002,12000000,AMERICAN PRODUCTION & INVENTORY CONTROL SOCIETY ATLANTA CHAPTER 83,GA,711100.0,A60
525593,474725501,201812,8467,0,8467,9620,8467,2019-990ez,3810.15,0.0,0,DANCING FOR HOPE HEALING AND HEALTH INC,FL,711120.0,A62
525597,264041105,201812,36801,0,36801,42552,36801,2019-990ez,16560.45,0.0,0,SEATTLE INTERNATIONAL PIANO FESTIVAL,WA,711130.0,A68
525698,452487212,201812,24,0,8749,11100,36015,2019-990ez,16206.75,0.0,0,VENTURA COUNTY BLUES SOCIETY,CA,711130.0,A68
525750,930987753,201806,24172,11472,36706,32486,36706,2019-990ez,16517.7,5162.400000000001,11472,BEAVERTON SYMPHONY ORCHESTRA,OR,711130.0,A69
525752,42769247,201806,41548,38356,107584,102526,107584,2019-990ez,48412.8,17260.2,38356,NEWBURYPORT CHORAL SOCIETY INC,MA,711130.0,A6B
525780,222146291,201812,1357,13906,15393,14300,15393,2019-990ez,6926.85,6257.7,12000000,FELLOWSHIP OF CHRISTIAN PUPPETEERS,NC,711110.0,A65
525853,201206646,201812,44456,34221,78890,86130,78890,2019-990ez,35500.5,15399.45,34221,PAN HARMONIA,NC,711130.0,A6C
525910,421519151,201812,15796,19785,43952,47412,43952,2019-990ez,19778.4,8903.25,12000000,NEW GROUND THEATRE,IA,711110.0,A65
525917,646028790,201905,140,0,152,72,152,2019-990ez,68.4,0.0,0,DELTA SYMPHONY ASSOCIATION,MS,711130.0,A69
525926,261220345,201812,0,73202,73202,108487,73202,2019-990ez,32940.9,32940.9,12000000,ARIZONA STAGE AND EXHIBITION TRAINING TRUST,AZ,711110.0,A65
525947,943101220,201812,24368,58299,82620,90378,82620,2019-990ez,37179.0,26234.55,12000000,GREENSTAGE,WA,711100.0,A61
525958,208838033,201812,0,36641,36641,36836,36641,2019-990ez,16488.45,16488.45,12000000,PERFORMANCE WITH PASSION PLAYERS,NJ,711110.0,A65
526002,472638206,201807,12028,0,16647,19764,16647,2019-990ez,7491.150000000001,0.0,0,TAMPA BAY PRIDE BAND,FL,711130.0,A6C
526003,205956830,201812,9340,96234,108350,107516,116350,2019-990ez,52357.5,43305.3,12000000,CONNECTICUT FAMILY THEATRE INC,CT,711110.0,A65
526005,800653272,201812,26777,41779,68674,77239,68674,2019-990ez,30903.3,18800.55,12000000,AREA COMMUNITY THEATRE OF SHARPSVILLE,PA,711110.0,A65
526020,860965591,201905,0,0,19558,15486,47991,2019-990ez,21595.95,0.0,0,SHOWTIME PRODUCTIONS OF PEBBLECREEK INC,AZ,711110.0,A65
526172,742119467,201812,57434,15360,78753,81668,78753,2019-990ez,35438.85,6912.0,15360,AUSTIN CIVIC ORCHESTRA SOCIETY,TX,711130.0,A69
526245,136226520,201806,57185,0,57185,57745,57185,2019-990ez,25733.25,0.0,0,LOCAL 802 SENIOR MUSICIANS ASSOCIATION,NY,711100.0,A60
526246,351843445,201706,14256,0,40573,37868,52316,2019-990ez,23542.2,0.0,0,MUNSTER BAND BACKERS,IN,711130.0,A6C
526325,841590598,201806,0,0,2793,140,2793,2019-990ez,1256.8500000000001,0.0,0,DENVER PHILHARMONIC ORCHESTRA FOUNDATION,CO,711130.0,A69
526335,263519726,201812,8460,22196,60492,57017,61322,2019-990ez,27594.9,9988.2,22196,ERIE DRUM CORPS ASSOCIATION,NV,711130.0,A6C
526351,521904696,201812,40,0,7830,10916,7830,2019-990ez,3523.5,0.0,0,YELLOW RIVER ART ENSEMBLE INC,MD,711130.0,A6C
526465,160722818,201903,0,0,113680,93567,113680,2019-990ez,51156.0,0.0,0,ROCHESTER MUSICIANS ASSOCIATION LOCAL 66 AMERICAN FEDERATION,NY,711130.0,A68
526539,350670665,201812,0,2198,60163,53418,96988,2019-990ez,43644.6,989.1,2198,SOUTH BEND MAENNERCHOR INC,IN,711130.0,A6B
526563,560496963,201812,0,0,76157,96702,76157,2019-990ez,34270.65,0.0,0,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,NC,711130.0,A68
526582,237392996,201706,3312,23803,27268,29405,27268,2019-990ez,12270.6,10711.35,12000000,PRINCE GEORGES LITTLE THEATRE INC,MD,711110.0,A65
526634,471432459,201812,54175,17665,71840,63386,71840,2019-990ez,32328.0,7949.25,17665,OPERA FUSION INC,FL,711130.0,A6A
526660,621392924,201812,0,0,88546,47242,88546,2019-990ez,39845.700000000004,0.0,0,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,TN,711110.0,A65
526695,223092913,201812,135580,350,135930,79076,135930,2019-990ez,61168.5,157.5,350,CRADLE TO GRAVE ARTS OF BURLINGTON VT,VT,711120.0,A62
526707,311120217,201812,2795,20749,49065,50849,49065,2019-990ez,22079.25,9337.050000000001,20749,MID OHIO VALLEY BALLET COMPANY,WV,711120.0,A63
526713,133729352,201810,0,0,0,1480,0,2019-990ez,0.0,0.0,0,WATERMARK THEATER INC,NY,711100.0,A60
526729,222930358,201812,47782,81238,143306,154533,149417,2019-990ez,67237.65000000001,36557.1,12000000,SAND LAKE CENTER FOR THE ARTS CIRCLE THEATRE PLAYERS INC,NY,711110.0,A65
526785,841304198,201812,58684,0,59666,23851,59666,2019-990ez,26849.7,0.0,0,GRAND DESIGN INC,CO,711130.0,A6B
526873,752367666,201812,23813,41537,67248,67815,67248,2019-990ez,30261.600000000002,18691.65,12000000,COPPELL COMMUNITY THEATRE INC,TX,711110.0,A65
526879,364621219,201812,176785,0,181718,238679,189699,2019-990ez,85364.55,0.0,0,SEQUOYAH INSTRUMENTAL MUSIC FOUNDATION INC,GA,711130.0,A68
526881,208650427,201812,31575,44819,76394,129593,76394,2019-990ez,34377.3,20168.55,12000000,WIND DANCE FARM & EARTH EDUCATIONCENTER,WV,711120.0,A62
527016,237429152,201812,18103,153314,176682,189345,176682,2019-990ez,79506.90000000001,68991.3,12000000,BRANDYWINE VALLEY FRIENDS OF OLD TIME MUSIC INC,DE,711130.0,A68
527026,10733873,201812,1248,0,1657,32480,1657,2019-990ez,745.65,0.0,0,CHEVALIER THEATRE ORGAN SOCIETY,MA,711110.0,A65
527041,261311101,201712,3010,0,4047,4204,4047,2019-990ez,1821.15,0.0,0,JACKSON COUNTY PLAYERS INC,WV,711110.0,A65
527057,386091171,201904,75,0,17637,16652,17637,2019-990ez,7936.650000000001,0.0,0,SWEET ADELINES INTERNATIONAL,MI,711130.0,A6B
527063,300092644,201812,0,0,0,0,0,2019-990ez,0.0,0.0,0,NOEL RECORDS,PA,711130.0,A6B
527081,453857854,201812,0,0,9243,8139,9826,2019-990ez,4421.7,0.0,0,BIG SKY BLUES UMPIRE ASSOCIATION,MT,711130.0,A68
527112,311087760,201807,15040,0,29249,17980,44599,2019-990ez,20069.55,0.0,0,MUHLENBERG COMMUNITY THEATRE INC,KY,711110.0,A65
527190,593328992,201806,1762,0,89157,81805,175514,2019-990ez,78981.3,0.0,0,DURANT MUSIC BOOSTERS INC,FL,711130.0,A6C
527202,391519408,201806,8690,79862,90206,83061,90276,2019-990ez,40624.200000000004,35937.9,12000000,EVERGREEN PRODUCTIONS INC,WI,711110.0,A65
527219,465203899,201806,37144,53595,104925,88747,104925,2019-990ez,47216.25,24117.75,12000000,PALMETTO CITY BALLET,SC,711120.0,A63
527229,720928441,201806,45138,0,45138,42511,45138,2019-990ez,20312.100000000002,0.0,0,INTER CITY ROW MODERN DANCE COMPANY,LA,711120.0,A62
527238,581945798,201806,26420,2525,29003,10722,29003,2019-990ez,13051.35,1136.25,2525,NORTH CENTRAL ARKANSAS FOUNDATION FOR THE ARTS AND EDUCATION INC,AR,711100.0,A60
527250,942416980,201806,375,0,375,375,375,2019-990ez,168.75,0.0,0,FREE ASSOCIATION THEATRE,CA,711110.0,A65
527307,133986191,201806,47518,20858,83196,78327,90271,2019-990ez,40621.950000000004,9386.1,20858,TACONIC OPERA INC,NY,711130.0,A6A
527313,521351584,201806,16672,12715,33482,31519,34660,2019-990ez,15597.0,5721.75,12715,CHESAPEAKE CHORALE,MD,711130.0,A6B
527316,471049047,201806,3000,26206,29206,30754,29206,2019-990ez,13142.7,11792.7,12000000,COASTAL BALLET USA INC,SC,711120.0,A63
527317,464965954,201806,8500,0,14800,4000,15500,2019-990ez,6975.0,0.0,0,PERFORMING ARST ALLIANCE OF MACON COUNTY INC,GA,711100.0,A60
527378,391973610,201812,300,0,5441,0,5441,2019-990ez,2448.4500000000003,0.0,0,ACADEMY PERFORMING ARTS CO,WI,711100.0,A60
527406,270285050,201712,16259,39613,55872,44951,55872,2019-990ez,25142.4,17825.850000000002,12000000,AMBIKA RAMAN PERFORMING ARTS ACADEMY,NJ,711100.0,A60
527570,270346524,201807,1425,0,43567,34568,43567,2019-990ez,19605.15,0.0,0,SYNERGY DANCE TEAM,OR,711120.0,A62
