,EIN,Tax Year,Name,NAME,STATE,NAICS,NTEEFINAL
819663,943096683,2019,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
819669,943097039,2019,BOOTS N BUCKLES DANCE CLUB INC,BOOTS N BUCKLES DANCE CLUB INC,CA,711120.0,A62
819672,943097318,2017,PERFORMING ARTS VIDEO,PERFORMING ARTS VIDEO,CA,711100.0,A60
819719,943102563,2016,SOUTH CITY BAND GUILD,SOUTH CITY BAND GUILD,CA,711130.0,A6C
819809,943108295,2018,JEWISH FOLK CHORUS OF SAN FRANCISCO,JEWISH FOLK CHORUS OF SAN FRANCISCO,CA,711130.0,A6B
819832,943111734,2017,DATA MANAGEMENT ASSOCIATION PUGET SOUND,DATA MANAGEMENT ASSOCIATION PUGET SOUND,WA,711130.0,A68
819854,943113766,2019,PORT TOWNSEND COMMUNITY ORCHESTRA,PORT TOWNSEND SYMPHONY ORCHESTRA,WA,711130.0,A69
819882,943117102,2019,EUGENE SYMPHONIC BAND,EUGENE SYMPHONIC BAND,OR,711130.0,A6C
819975,943125892,2017,BALLET FOLKLORICO DE SOUTH SAN FRANCISCO,BALLET FOLKLORICO DE SOUTH SAN FRANCISCO,CA,711120.0,A63
820014,943128363,2019,ROSE CITY FLUTE CHOIR,ROSE CITY FLUTE CHOIR,OR,711130.0,A6B
820037,943131729,2019,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,CA,711110.0,A65
820038,943131794,2019,BANTABA DANCE ENSEMBLE,BANTABA DANCE ENSEMBLE,CA,711120.0,A62
820044,943132642,2019,MUSIC ON THE DIVIDE,MUSIC ON THE DIVIDE,CA,711130.0,A68
820067,943134723,2019,AMERICAN IMAGE THEATRE COMPANY,AMERICAN IMAGE THEATRE COMPANY,CA,711110.0,A65
820082,943136504,2019,TAPESTRY THEATER COMPANY,TAPESTRY THEATER COMPANY,OR,711110.0,A65
820095,943138074,2019,ORCHES,ORCHES,CA,711120.0,A62
820115,943139595,2018,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,AK,711130.0,A6B
820125,943140263,2017,PARK AVENUE PLAYERS,PARK AVENUE PLAYERS,WA,711110.0,A65
820181,943146517,2011,NAPA VALLEY MUSIC ASSOCIATES,NAPA VALLEY MUSIC ASSOCIATES,CA,711130.0,A68
820190,943147234,2012,FACE TO FACE THEATRE COMPANY,FACE TO FACE THEATRE COMPANY,CA,711110.0,A65
820191,943147300,2018,ELMWOOD THEATRE FOUNDATION,ELMWOOD THEATRE FOUNDATION,CA,711110.0,A65
820199,943148046,2018,SAN FRANCISCO OPERA ORCHESTRA,SAN FRANCISCO OPERA ORCHESTRA,CA,711130.0,A69
820201,943148473,2019,B8 THEATRE COMPANY,B8 THEATRE COMPANY,CA,711120.0,A62
820205,943148553,2019,SAN FRANCISCO ACCORDION CLUB,SAN FRANCISCO ACCORDION CLUB,CA,711100.0,A60
820213,943149585,2019,SANFORD DOLE ENSEMBLE INC,SANFORD DOLE ENSEMBLE INC,CA,711130.0,A6C
820222,943150323,2019,PACIFIC CHAMBER BALLET,PACIFIC CHAMBER BALLET,WA,711120.0,A63
820252,943152738,2018,NEW DANCE COMPANY OF THE SAN JOAQUIN VALLEY,NEW DANCE COMPANY OF THE SAN JOAQUIN VALLEY,CA,711120.0,A62
820348,943160783,2013,HARRINGTON OPERA HOUSE SOCIETY,HARRINGTON OPERA HOUSE SOCIETY,WA,711100.0,A61
820354,943161157,2019,MERIDIAN COMMUNITY ORCHESTRA INC,MERIDIAN COMMUNITY ORCHESTRA INC,ID,711130.0,A69
820365,943162447,2017,CHURCH OF THE LIVING GOD,CHURCH OF THE LIVING GOD,CA,711110.0,A65
820376,943162877,2017,CONTEMPORARY A CAPPELLA SOCIETY OF AMERICA,CONTEMPORARY A CAPPELLA SOCIETY OF AMERICA,CA,711130.0,A6B
820417,943168149,2019,BELLS OF THE CASCADES,BELLS OF THE CASCADES,OR,711110.0,A65
820455,943171959,2019,FRIENDS OF EASTSIDE ARTS,FRIENDS OF EASTSIDE ARTS,WA,711110.0,A65
820458,943172630,2013,CAPITAL AREA MUSIC ASSOCIATION,CAPITAL AREA MUSIC ASSOCIATION,WA,711130.0,A68
820461,943172760,2019,DRY CREEK POMO TRADITIONAL DANCERS,DRY CREEK POMO TRADITIONAL DANCERS,CA,711120.0,A62
820474,943174251,2019,SONOMA HOMETOWN BAND INC,SONOMA HOMETOWN BAND INC,CA,711130.0,A6C
820489,943175606,2015,TEHAMA COUNTY COMMUNITY CONCERT ASSOCIATION INC,TEHAMA COUNTY COMMUNITY CONCERT ASSOCIATION INC,CA,711130.0,A68
820494,943176353,2012,THEATRE FIRST,THEATRE FIRST,CA,711110.0,A65
820525,943179228,2019,THEATRE MUSICIANS ASSOCIATION,THEATRE MUSICIANS ASSOCIATION,MA,711130.0,A68
820538,943180449,2019,FORTUNA CULTURAL ASSOCIATION,FORTUNA CULTURAL ASSOCIATION,CA,711130.0,A68
820539,943180755,2013,FEDERAL WAY COALITION OF THE PERFORMING ARTS,FEDERAL WAY PERFORMING ARTS FOUNDATION,WA,711130.0,A6B
820540,943181110,2018,SIERRA WOMENS ENSEMBLE INC,SIERRA WOMENS ENSEMBLE INC,NV,711130.0,A6C
820541,943181113,2019,GOTHIC NORTH,GOTHIC NORTH,NV,711110.0,A65
820553,943182233,2011,SONOS HANDBELL ENSEMBLE INC,SONOS HANDBELL ENSEMBLE INC,CA,711130.0,A6C
820583,943184802,2019,NO PENNY OPERA,NO PENNY OPERA,CA,711130.0,A6A
820589,943185280,2019,DANCE GALLERY OF BELLINGHAM,DANCE GALLERY OF BELLINGHAM,WA,711120.0,A62
820630,943190815,2019,ELLIOT BAY PIPE BAND,ELLIOT BAY PIPE BAND,WA,711130.0,A6C
820638,943191172,2019,BELLINGHAM BAY DIXIELAND JAZZ SOCIETY,BELLINGHAM BAY DIXIELAND JAZZ SOCIETY,WA,711130.0,A6C
820641,943191417,2019,PACIFIC COAST RAGTIME ORCHESTRA INC,PACIFIC COAST RAGTIME ORCHESTRA INC,CA,711130.0,A69
820643,943191446,2019,TUDOR CHOIR,TUDOR CHOIR,WA,711130.0,A6B
820655,943192634,2019,MULTICULTURAL MUSIC FELLOWSHIP,MULTICULTURAL MUSIC FELLOWSHIP OF SAN FRANCISCO,CA,711130.0,A68
820665,943194217,2019,JAZZ EDUCATORS OF IDAHO INC,JAZZ EDUCATORS OF IDAHO INC,ID,711130.0,A68
820668,943194398,2019,DANCE OUTRE,DANCE OUTRE,CA,711120.0,A62
820824,943209126,2019,DANCE UMBRELLA FOR SOUTH COAST OREGON,DANCE UMBRELLA FOR SOUTH COAST OREGON,OR,711120.0,A62
820852,943213206,2018,BAY AREA SATELLITE HERITAGE MUSIC FOUNDATION,BAY AREA SATELLITE HERITAGE MUSIC FOUNDATION,CA,711130.0,A68
820872,943215211,2019,THE COMPLINE CHOIR,THE COMPLINE CHOIR,WA,711130.0,A6B
820879,943216417,2017,PRO ART SYMPHONY ORCHESTRA,PRO ART SYMPHONY ORCHESTRA,CA,711130.0,A68
820892,943217374,2017,CLASSIC GREEK THEATER INC,CLASSIC GREEK THEATER INC,OR,711110.0,A65
820929,943222262,2018,THE EXCALIBUR THEATRE COMPANY,THE EXCALIBUR THEATRE COMPANY,CA,711110.0,A65
820952,943224986,2019,SPRINGFIELD COMMUNITY CONCERT BAND,SPRINGFIELD COMMUNITY CONCERT BAND,OR,711130.0,A6C
820978,943226886,2018,MISSION CREEK PLAYERS,MISSION CREEK PLAYERS,WA,711110.0,A65
821001,943229256,2018,32ND STREET THEATER COMPANY,32ND STREET THEATER COMPANY,NV,711110.0,A65
821041,943232408,2012,MAYA MUSIC THERAPY FUND,MAYA MUSIC THERAPY FUND,CA,711130.0,A68
821051,943233608,2019,SAN FRANCISCO CITY CHORUS ASSOCIATION,SAN FRANCISCO CITY CHORUS ASSOCIATION,CA,711130.0,A6B
821083,943238873,2019,YAKIMA VALLEY COMMUNITY BAND,YAKIMA VALLEY COMMUNITY BAND,WA,711130.0,A6C
821114,943243466,2018,BAY BRASS ENSEMBLE,BAY BRASS ENSEMBLE,CA,711130.0,A6C
821116,943243903,2019,IDAHO FALLS MUSIC CLUB INC,IDAHO FALLS MUSIC CLUB INC,ID,711130.0,A68
821117,943244420,2018,PURPLE MOON DANCE PROJECT,PURPLE MOON DANCE PROJECT,CA,711120.0,A62
821174,943252525,2018,LINKING RINGS,CLARION PERFORMING ARTS CENTER,CA,711100.0,A60
821178,943252742,2019,TWO BEARS DANCING,TWO BEARS DANCING,CA,711120.0,A62
821208,943258211,2017,UKIAH COMMUNITY CONCERT ASSOCIATION INCORPORATED,UKIAH COMMUNITY CONCERT ASSOCIATION INCORPORATED,CA,711130.0,A68
821217,943260650,2019,PACIFIC INTERNATIONAL CONCERT ARTISTS INC,PACIFIC INTERNATIONAL CONCERT ARTISTS INC,HI,711130.0,A68
821299,943275367,2019,CIRCLE OF FRIENDS RELATIVES OF FIRST AMERICAN KAUAI POW-WOW,CIRCLE OF FRIENDS & RELATIVES OF FIRST AMERICAN KAUAI POW-WOW,HI,711100.0,A60
821335,943280525,2019,DANCE-10 DANCERS INC,DANCE-10 DANCERS INC,CA,711120.0,A62
821356,943284507,2019,JANE KANESHIRO SOZAN KAI,JANE KANESHIRO SOZAN KAI,HI,711130.0,A68
821377,943288314,2018,GOAT HALL PRODUCTIONS,GOAT HALL PRODUCTIONS,CA,711110.0,A65
821397,943293624,2018,ZHI YIN VOCAL MUSIC CENTER INC,ZHI YIN VOCAL MUSIC CENTER INC,CA,711130.0,A6B
821407,943295971,2019,BELLA MUSICA INC,BELLA MUSICA INC,CA,711130.0,A68
821421,943299614,2019,ALLEGRO THEATER COMPANY,ALLEGRO THEATER COMPANY,CA,711110.0,A65
821429,943301853,2019,ACADEMY OF DANSE LIBRE,ACADEMY OF DANSE LIBRE,CA,711100.0,A60
821482,943308676,2019,CAPITAL JAZZ PROJECT,CAPITAL JAZZ PROJECT,CA,711130.0,A6C
821483,943309350,2019,MOVING BEYOND PRODUCTIONS,MOVING BEYOND PRODUCTIONS,CA,711120.0,A62
821487,943309606,2019,MELODY CHORUS SOCIETY,MELODY CHORUS SOCIETY,CA,711130.0,A6B
821489,943309795,2019,SOUTHERN CALIFORNIA SHAKESPEARE FESTIVAL GUILD,SOUTHERN CALIFORNIA SHAKESPEARE FESTIVAL GUILD,CA,711110.0,A65
821516,943311973,2015,CIVIC SYMPHONY ASSOCIATION OF SAN FRANCISCO,CIVIC SYMPHONY ASSOCIATION OF SAN FRANCISCO,CA,711130.0,A69
821546,943315986,2014,THE BEAT EDDIE BROWN CENTER FOR THE ARTS,THE BEAT EDDIE BROWN CENTER FOR THE ARTS,CA,711100.0,A60
821559,943320073,2016,PARANGAL CHORUS INC,PARANGAL CHORUS INC,CA,711130.0,A6B
821567,943323472,2019,OROVILLE COMMUNITY CONCERT BAND,OROVILLE COMMUNITY CONCERT BAND,CA,711130.0,A6C
821608,943329589,2019,LYRIC PRODUCTIONS INC,LYRIC PRODUCTIONS INC,CA,711100.0,A60
821640,943336374,2019,BERKELEY BROADWAY SINGERS,BERKELEY BROADWAY SINGERS,CA,711130.0,A6B
821655,943338747,2012,SYMPHONY PARNASSUS,SYMPHONY PARNASSUS,CA,711130.0,A69
821666,943340344,2018,RONG RONG SINGERS,RONG RONG SINGERS,CA,711130.0,A6B
821671,943341653,2019,CALIFORNIA CONSOLIDATED DRUM BAND,CALIFORNIA CONSOLIDATED DRUM BAND,CA,711130.0,A6C
821682,943343766,2019,ONEHEART PRODUCTIONS,ONEHEART PRODUCTIONS,CA,711100.0,A61
821694,943347056,2019,UNITED PERFORMERS OF THE WORLD,UNITED PERFORMERS OF THE WORLD,CA,711130.0,A68
821698,943347501,2018,Napa Valley Shakespeare Festival,NAPA VALLEY SHAKESPEARE FESTIVAL,CA,711110.0,A65
821751,943361646,2019,AMERICAN DANCESPORT ASSOCIATION INC,AMERICAN DANCESPORT ASSOCIATION INC,CA,711120.0,A62
821756,943362135,2013,MINDANAO LILANG-LILANG,MINDANAO LILANG LILANG,CA,711130.0,A6C
821784,943367889,2019,KEYS TO ACHIEVEMENT INC,KEYS TO ACHIEVEMENT INC,CA,711130.0,A68
821802,943371025,2018,DOOR-DOG MUSIC PRODUCTIONS INC,DOOR-DOG MUSIC PRODUCTIONS INC,CA,711130.0,A68
821839,943377680,2019,KARL WEIGL FOUNDATION,KARL WEIGL FOUNDATION,CA,711130.0,A68
821844,943378490,2018,SAN LEANDRO PLAYERS AN ENSEMBLE THEATRE GROUP,SAN LEANDRO PLAYERS AN ENSEMBLE THEATRE GROUP,CA,711110.0,A65
821851,943379913,2011,BIG & LIL MARSH PRODUCTIONS,STUDIO REV,NY,711100.0,A61
821853,943380211,2019,EARTHDANCE GLOBAL DANCE PARTY FOR PEACE,EARTHDANCE GLOBAL DANCE PARTY FOR PEACE,CA,711120.0,A62
821858,943381006,2018,ACCENDI PERFORMANCES INC,ACCENDI PERFORMANCES INC,CA,711100.0,A60
821871,943383852,2018,VOICES LESBIAN CHORAL ENSEMBLE,VOICES LESBIAN CHORAL ENSEMBLE,CA,711130.0,A6B
821884,943386903,2011,RICHTER SCALES,RICHTER SCALES,CA,711130.0,A6B
821898,943388780,2019,FANFARE MUSIC INC,FANFARE MUSIC INC,CA,711130.0,A68
821905,943390795,2018,ARTISTS FOR LITERACY,ARTISTS FOR LITERACY,CA,711130.0,A68
821906,943390823,2019,MYSTIC FAMILY CIRCUS INC,MYSTIC FAMILY CIRCUS INC,CA,711100.0,A60
821945,943399298,2018,VELOCITY HANDBELL ENSEMBLE INC,VELOCITY HANDBELL ENSEMBLE INC,CA,711130.0,A6C
821953,943400925,2018,YOUNG ARTISTS BALLET THEATRE,YOUNG ARTISTS BALLET THEATRE,CA,711120.0,A63
821955,943401261,2019,DISTAFF SINGERS,DISTAFF SINGERS,CA,711130.0,A6B
822095,943435850,2018,BATIAN MUSIC DEVELOPMENT CTR,BATIAN MUSIC DEVELOPMENT CENTER,TX,711130.0,A68
822219,943445345,2016,INDEPENDENT STARS PLAYHOUSE NFP INC,INDEPENDENT STARS PLAYHOUSE NFP INC,IL,711100.0,A61
822240,943446946,2019,MUSICA VOCALE,MUSICA VOCALE,MO,711130.0,A68
822277,943448941,2019,MELBOURNE COMMUNITY ORCHESTRA INC,MELBOURNE COMMUNITY ORCHESTRA INC,FL,711130.0,A69
822352,943453863,2017,CRESCENDO COMMUNITY CHORUS,CRESCENDO COMMUNITY CHORUS,WA,711130.0,A6B
822371,943455816,2015,DANCING WITH THE STUDENTS,DANCING WITH THE STUDENTS,PA,711120.0,A62
822465,943462816,2019,ENDOLYNE CHILDRENS CHOIR,ENDOLYNE CHILDRENS CHOIR,WA,711130.0,A6B
822602,943473270,2018,SLANT OF LIGHT THEATER COMPANY,SLANT OF LIGHT THEATER COMPANY,CT,711110.0,A65
822620,943474328,2010,SWEET VICTORY MUSIC INC,SWEET VICTORY MUSIC INC,TX,711130.0,A68
822650,943476365,2019,NATIONAL FEDERATION OF MUSIC CLUBS,NATIONAL FEDERATION OF MUSIC CLUBS,MO,711130.0,A68
822655,943476558,2019,LUNA CALE CORP,LUNA CALE CORP,FL,711120.0,A62
822710,943481289,2019,MUSIC INTERNATIONAL,MUSIC INTERNATIONAL,CO,711130.0,A68
822770,943486353,2019,ENERGY CITY NEW HORIZONS MUSIC,ENERGY CITY NEW HORIZONS MUSIC,TX,711130.0,A68
822776,943487031,2019,DYNASTY ARTS,DYNASTY ARTS,PA,711100.0,A60
822807,943489618,2019,WENATCHEE VALLEY APPLEAIRES 98807,WENATCHEE VALLEY APPLEAIRES 98807,WA,711130.0,A6B
822861,946008261,2019,OAKLAND TURNVEREIN MIXED CHORUS,OAKLAND TURNVEREIN MIXED CHORUS,CA,711130.0,A6B
822897,946070967,2019,STUART HIGHLANDERS PIPE BAND OF SAN FRANCISCO,STUART HIGHLANDERS PIPE BAND OF SAN FRANCISCO,CA,711130.0,A6C
822900,946072233,2019,SACRAMENTO COMMUNITY CONCERTS,SACRAMENTO COMMUNITY CONCERTS,CA,711130.0,A68
822902,946072310,2019,NATIONAL FEDERATION OF MUSIC CLUBS,NATIONAL FEDERATION OF MUSIC CLUBS,CA,711130.0,A68
823109,946086450,2018,SACRAMENTO BANJO BAND,SACRAMENTO BANJO BAND,CA,711130.0,A6C
823124,946087166,2019,PACIFIC SINGING SOCIETIES,PACIFIC SINGING SOCIETIES,CA,711130.0,A6B
823137,946088253,2017,PACIFIC MUSICAL SOCIETY AND FOUNDATION,PACIFIC MUSICAL SOCIETY AND FOUNDATION,CA,711130.0,A68
823215,946093646,2019,CALIFORNIA MALACOZOOLOGICAL SOCIETY INC,CALIFORNIA MALACOZOOLOGICAL SOCIETY INC,CA,711130.0,A68
823387,946102482,2018,PENINSULA MUSIC FUND,PENINSULA MUSIC FUND,CA,711130.0,A68
823418,946102752,2011,MARIN MUSIC CHEST,MARIN MUSIC CHEST,CA,711130.0,A68
823499,946103607,2019,TUCKER FARM CENTER CORP,TUCKER FARM CENTER CORP,CA,711110.0,A65
823534,946104145,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,CA,711130.0,A6B
823535,946104147,2012,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,CA,711130.0,A6B
823554,946104402,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
823557,946104440,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
823558,946104441,2018,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
823559,946104442,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
823602,946105029,2011,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,CA,711130.0,A6B
823661,946107883,2017,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
823689,946108296,2019,EAST BAY CHILDRENS THEATRE INC,EAST BAY CHILDRENS THEATRE INC,CA,711110.0,A65
823823,946122399,2018,LOS GATOS COMMUNITY CONCERT ASSOCIATION,LOS GATOS COMMUNITY CONCERT ASSOCIATION,CA,711130.0,A68
823862,946126374,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
823863,946126375,2018,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
823912,946128865,2012,ASSOCIATED SQUARE DANCERS OF SUPERIOR CALIFORNIA,ASSOCIATED SQUARE DANCERS OF SUPERIOR CALIFORNIA,CA,711120.0,A62
823919,946129049,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A68
823924,946129081,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,CA,711130.0,A6B
824022,946133138,2019,SALINAS PERFORMING ARTS,SALINAS PERFORMING ARTS,CA,711120.0,A63
824063,946138121,2019,BALLROOM DANCERS INC,BALLROOM DANCERS INC,CA,711120.0,A62
824089,946139640,2019,ACTORS ENSEMBLE,ACTORS ENSEMBLE,CA,711110.0,A65
824103,946163002,2019,MONTEREY COUNTY THEATRE ALLIANCE,MONTEREY COUNTY THEATRE ALLIANCE,CA,711110.0,A65
824229,946172488,2019,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE M,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE M,CA,711110.0,A65
824241,946173107,2016,NEW ORLEANS JAZZ CLUB OF NORTHERN CALIFORNIA,NEW ORLEANS JAZZ CLUB OF NORTHERN CALIFORNIA,CA,711130.0,A6C
824392,946181677,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,CA,711130.0,A6B
824488,946209216,2019,BOOTJACK STOMPERS SQUARE DANCE CLUB,BOOTJACK STOMPERS SQUARE DANCE CLUB,CA,711120.0,A62
824541,950004221,2019,OAUH CIVIC ORCHESTRA,OAUH CIVIC ORCHESTRA,HI,711130.0,A69
824551,950359513,2019,KI-HO ALU FOUNDATION INC,KI-HO ALU FOUNDATION INC,HI,711130.0,A68
824644,951121026,2019,AMERICAN MUSICAL HERITAGE FOUNDATION,AMERICAN MUSICAL HERITAGE FOUNDATION,CA,711130.0,A68
824760,951774707,2017,THE BERWOOD TITLE HOLDING COMPANY INC,THE BERWOOD TITLE HOLDING COMPANY INC,CA,711100.0,A60
824781,951826902,2018,BAKERSFIELD COMMUNITY THEATRE,BAKERSFIELD COMMUNITY THEATRE,CA,711110.0,A65
824903,952228051,2016,OPTIMIST YOUTH BAND INC,OPTIMIST YOUTH BAND INC,CA,711130.0,A6C
824975,952419155,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
825023,952487807,2019,BURBANK CHORALE,BURBANK CHORALE,CA,711130.0,A6B
825034,952503791,2019,OPERA ASSOCIATES,OPERA ASSOCIATES,CA,711130.0,A6A
825082,952549022,2019,DESERT COMMUNITY ORCHESTRA ASSOCIATION,DESERT COMMUNITY ORCHESTRA ASSOCIATION,CA,711130.0,A69
825111,952572089,2019,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A68
825113,952572836,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
825233,952816351,2019,SAN LUIS OBISPO COUNTY BAND,SAN LUIS OBISPO COUNTY BAND,CA,711130.0,A6C
825269,952911566,2017,MET FOUNDATION,MET FOUNDATION,CA,711110.0,A65
825294,952973210,2018,COVINA CONCERT BAND INC,COVINA CONCERT BAND INC,CA,711130.0,A6C
825295,952975080,2019,IMPERIAL VALLEY SYMPHONY ASSOCIATION,IMPERIAL VALLEY SYMPHONY ASSOCIATION,CA,711130.0,A69
825346,953023863,2009,SANTA BARBARA MUSIC CLUB,SANTA BARBARA MUSIC CLUB,CA,711130.0,A68
825420,953081118,2019,ROGER WAGNER CHORAL INSTITUTE,ROGER WAGNER CHORAL INSTITUTE,CA,711130.0,A6B
825477,953109929,2018,PUBLIC WORKS IMPROVISATIONAL THEATRE FOUNDATION INC,PUBLIC WORKS IMPROVISATIONAL THEATRE FOUNDATION INC,CA,711110.0,A65
825505,953128962,2008,LOS ANGELES DOCTORS SYMPHONY ORCHESTRA,LOS ANGELES DOCTORS SYMPHONY ORCHESTRA,CA,711130.0,A69
825539,953151627,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
825540,953151654,2018,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
825549,953155666,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
825558,953159579,2019,CALIFORNIA CHAPTER OF THE AMERICAN DANCE THERAPY ASSOCIATION,CALIFORNIA CHAPTER OF THE AMERICAN DANCE THERAPY ASSOCIATION,CA,711120.0,A62
825604,953194741,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
825618,953203023,2019,LOS ANGELES DANCE FOUNDATION,LOS ANGELES DANCE FOUNDATION,CA,711120.0,A62
825621,953203747,2015,EASTERN SIERRA SYMPHONY ASSOCIATION INC,EASTERN SIERRA SYMPHONY ASSOCIATION INC,CA,711130.0,A68
825633,953214113,2015,BASIN STREET REGULARS -CENTRAL COAST HOT JAZZ SOCIETY,BASIN STREET REGULARS -CENTRAL COAST HOT JAZZ SOCIETY,CA,711100.0,A60
825662,953231719,2017,YUMA ORCHESTRA ASSOCIATION,YUMA ORCHESTRA ASSOCIATION,AZ,711130.0,A69
825681,953245742,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
825688,953247415,2019,ALLELUIA DANCE THEATER-ALLELUIA DANCERS,ALLELUIA DANCE THEATER-ALLELUIA DANCERS,CA,711120.0,A62
825696,953248045,2017,ENCORE,ENCORE,CA,711100.0,A60
825721,953253693,2016,ARROWBEAR MUSIC ASSOCIATES,ARROWBEAR MUSIC ASSOCIATES,CA,711130.0,A68
825745,953269500,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,CA,711130.0,A6B
825755,953275992,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
825772,953281518,2019,AMERICAN HARP SOCIETY,AMERICAN HARP SOCIETY,CA,711130.0,A68
825781,953285559,2019,350 CONEJO SAN FERNANDO VALLEY,350 CONEJO SAN FERNANDO VALLEY,CA,711130.0,A6B
825847,953325211,2019,FOOTHILLS MUSIC CLUB,FOOTHILLS MUSIC CLUB,CA,711130.0,A68
825904,953349634,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,CA,711130.0,A6B
825917,953362708,2019,PALOMAR SQUARE DANCE ASSOC INC,PALOMAR SQUARE DANCE ASSOC INC,CA,711120.0,A62
826017,953413449,2018,RIVERSIDE CONCERT BAND,RIVERSIDE CONCERT BAND,CA,711130.0,A6C
826030,953422080,2018,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
826033,953424657,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
826034,953424663,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
826035,953424670,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
826036,953424677,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
826037,953424690,2019,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
826038,953424693,2016,ASSOCIATED SQUARE DANCERS,ASSOCIATED SQUARE DANCERS,CA,711120.0,A62
