,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
453769,0.0,0.0,2511.9,222876225,0,2019-990ez,5524,0,5582,201812,5881,5582,BELCHERTOWN COMMUNITY BAND INC,MA,711130.0,A6C
453801,43816.5,29195.55,43816.5,946114280,0,2019-990ez,25571,64879,97370,201806,110852,97370,VISALIA PLAYERS,CA,711110.0,A65
453838,21802.0,9810.9,32159.7,581748255,0,2019-990ez,45161,21802,71466,201806,58988,70078,TOURING THEATRE ENSEMBLE OF NORTH CAROLINA INC,NC,711130.0,A6C
453843,0.0,0.0,23320.350000000002,631127582,0,2019-990ez,51821,0,51823,201806,47435,51823,GADSDEN SYMPHONY ORCHESTRA INC,AL,711130.0,A69
453863,0.0,0.0,4202.1,431844999,0,2019-990ez,0,0,9338,201812,2558,2163,ST CHARLES IMPERIAL DANCE CLUB,MO,711120.0,A62
453938,61989.75,49676.85,61989.75,951738185,0,2019-990ez,0,110393,137755,201812,127725,126128,BAKERSFIELD PLAY CENTER,CA,711110.0,A65
453941,0.0,0.0,0.0,475201077,0,2019-990ez,0,0,0,201812,0,0,CASA GRANDE DREAM TEAM INC,AZ,711100.0,A60
453963,0.0,0.0,0.0,204866575,0,2019-990ez,0,0,0,201812,9424,0,HUDSON REED ENSEMBLE,CO,711130.0,A6C
453988,40985.1,28511.55,40985.1,237182276,0,2019-990ez,17729,63359,91078,201806,96960,91078,WEST CHESTER BARLEY SHEAF PLAYERS INC,PA,711110.0,A65
454028,33201.450000000004,26615.7,33201.450000000004,521305567,0,2019-990ez,14027,59146,73781,201812,65520,73781,LAKE OF THE WOODS PLAYERS,VA,711110.0,A65
454036,0.0,0.0,26237.25,330329346,0,2019-990ez,58305,0,58305,201812,52698,58305,OLYMPIA PHILHARMONIC SOCIETY,CA,711130.0,A69
454088,0.0,0.0,2.25,800808285,0,2019-990ez,5,0,5,201812,0,5,DANCING TO LEARN,NC,711120.0,A62
454108,0.0,0.0,34442.1,364512930,0,2019-990ez,2543,0,76538,201812,35424,40308,MCTEGGART IRISH DANCERS OF SOUTH TEXAS,TX,711120.0,A62
454142,0.0,0.0,5111.55,156021734,0,2019-990ez,11343,0,11359,201812,12182,11359,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE M,NY,711110.0,A65
454159,18020.0,8109.0,31244.4,820502252,0,2019-990ez,51412,18020,69432,201812,80880,69432,ID THEATRE INC,ID,711110.0,A65
454165,20660.0,9297.0,45659.700000000004,251453237,0,2019-990ez,32494,20660,101466,201806,77959,78441,THE STATE COLLEGE CHORAL SOCIETY,PA,711130.0,A6B
454207,39972.6,39626.55,39972.6,521821600,0,2019-990ez,764,88059,88828,201812,97567,88828,FRIDAY NIGHT DANCERS INC,MD,711120.0,A62
454215,62208.0,27993.600000000002,66397.5,341335563,0,2019-990ez,80874,62208,147550,201806,165712,145734,ENSEMBLE THEATER,OH,711110.0,A65
454278,0.0,0.0,9202.5,141831601,0,2019-990ez,20400,0,20450,201812,25400,20450,ALBANY MUSIC FOUNDATION INC,NY,711130.0,A68
454357,82238.85,47736.450000000004,82238.85,260868264,0,2019-990ez,46563,106081,182753,201812,160316,170082,PARADOSI CHRISTIAN BALLET,WA,711120.0,A63
454521,15210.0,6844.5,39801.15,942972810,0,2019-990ez,73237,15210,88447,201806,81481,88447,EARPLAY,CA,711130.0,A68
454527,57815.55,29727.9,57815.55,942495701,0,2019-990ez,51449,66062,128479,201812,138151,126291,GLORIANA OPERA CO,CA,711100.0,A60
454534,0.0,0.0,46047.15,201704788,0,2019-990ez,102327,0,102327,201812,99646,102327,CARROLL SYMPHONY ORCHESTRA FOUNDATION INC,GA,711130.0,A69
454554,24518.25,17650.8,24518.25,942833500,0,2019-990ez,8674,39224,54485,201806,57971,51791,YUMA COMMUNITY THEATRE INC,AZ,711110.0,A65
454580,21414.600000000002,9976.050000000001,21414.600000000002,20708419,0,2019-990ez,25419,22169,47588,201806,44315,47588,EQUUS PROJECTS INC,NY,711120.0,A62
454679,32823.0,14770.35,58762.8,271921724,0,2019-990ez,76684,32823,130584,201806,117739,112635,EVERETT PHILHARMONIC ORCHESTRA,WA,711130.0,A69
454708,69713.0,31370.850000000002,81009.0,473491590,0,2019-990ez,73948,69713,180020,201812,138044,144614,HOLMES CENTER FOR THE ARTS LTD,OH,711100.0,A61
454761,0.0,0.0,77470.65000000001,474064875,0,2019-990ez,146209,0,172157,201812,120929,157308,PLAYING ON AIR INC,NY,711110.0,A65
454791,35531.1,21008.25,35531.1,232999416,0,2019-990ez,29153,46685,78958,201812,78958,78958,PHILADELPHIA CHINESE OPERA SOCIETY INC,PA,711130.0,A6A
454937,20395.0,9177.75,73469.7,521317066,0,2019-990ez,139181,20395,163266,201806,93265,163266,CAPITAL CITY SYMPHONY,DC,711130.0,A69
454951,0.0,0.0,37036.8,750895478,0,2019-990ez,0,0,82304,201812,30225,55188,NAZARETH COMMUNITY HALL,TX,711100.0,A61
454953,0.0,0.0,0.0,383528339,0,2019-990ez,0,0,0,201812,0,0,ISO STRING EDUCATION ORGANIZATION,MI,711130.0,A69
454973,14902.0,6705.900000000001,19746.45,463101445,0,2019-990ez,28975,14902,43881,201812,42722,43881,MANCHESTER SUMMER CHAMBER MUSIC,MA,711130.0,A6C
455006,1945.0,875.25,17243.55,237411631,0,2019-990ez,2,1945,38319,201812,28402,38319,PLAYHOUSE 27893 INC,NC,711110.0,A65
455039,5928.0,2667.6,13530.6,272705788,0,2019-990ez,22556,5928,30068,201812,29144,29885,BAND OF TOUGHS,CO,711130.0,A6C
455065,28657.0,12895.65,60193.35,611643717,0,2019-990ez,83386,28657,133763,201806,111180,133763,MINNESOTA THEATER ALLIANCE,MN,711110.0,A65
455193,44397.450000000004,24331.95,44397.450000000004,237367337,0,2019-990ez,33535,54071,98661,201812,79852,98661,KAVERI,MD,711100.0,A60
455214,0.0,0.0,79126.65000000001,270764391,0,2019-990ez,66237,0,175837,201806,127212,141817,HOOVER PERFORMING ARTS BOOSTERS,CA,711100.0,A60
455238,0.0,0.0,19980.0,521779621,0,2019-990ez,44400,0,44400,201812,36985,44400,MAGICAL EXPERIENCES ARTS COMPANY LTD,MD,711110.0,A65
455252,25906.95,20554.65,25906.95,581488072,0,2019-990ez,11597,45677,57571,201812,85840,57571,THE LINCOLN THEATRE GUILD,NC,711110.0,A65
455271,71951.85,71050.95,71951.85,581997332,0,2019-990ez,2000,157891,159893,201812,129848,159893,ARTISTIC CIVIC THEATRE COMPANY,GA,711110.0,A65
455281,30344.4,24687.0,30344.4,200708354,0,2019-990ez,12572,54860,67432,201812,59662,67432,CENTERSTAGE CLOVIS COMMUNITY THEATRE,CA,711110.0,A65
455390,0.0,0.0,5203.35,263537793,0,2019-990ez,11563,0,11563,201812,7287,11563,PLAY CONSERVATORY,NM,711110.0,A65
455445,43777.8,43749.0,43777.8,870716910,0,2019-990ez,0,97220,97284,201812,87724,97284,LYRIC THEATRE INC,SD,711110.0,A65
455689,4784.0,2152.8,9032.4,61489819,0,2019-990ez,10331,4784,20072,201812,31345,18634,LANGUAGE OF DANCE CENTER INC,TX,711120.0,A62
455780,0.0,0.0,0.45,10832318,0,2019-990ez,0,0,1,201806,4474,1,FIREBIRD ENSEMBLE INC,MA,711130.0,A6C
455802,48113.0,21650.850000000002,70242.75,570809098,0,2019-990ez,76854,48113,156095,201806,145782,154557,GREENVILLE COUNTY YOUTH ORCHESTRA ASSOCIATION INC,SC,711130.0,A69
455804,0.0,0.0,2470.5,203369800,0,2019-990ez,5490,0,5490,201812,5990,5490,RABBIT HOLE ENSEMBLE INC,NY,711130.0,A6C
455834,29931.75,18398.25,29931.75,462344093,0,2019-990ez,25630,40885,66515,201812,64428,66515,CHICAGO YOUTH SHAKESPEARE INC,IL,711110.0,A65
455843,0.0,0.0,888.75,271039535,0,2019-990ez,1974,0,1975,201812,5421,1975,STELLAR THEATRE GROUP,NJ,711110.0,A65
455858,22044.0,9919.800000000001,75379.95,450970086,0,2019-990ez,145467,22044,167511,201812,152574,167511,ROGUE WORLD MUSIC,OR,711130.0,A6C
455890,0.0,0.0,25935.75,204593094,0,2019-990ez,0,0,57635,201812,39344,45882,PENNSVILLE COMMUNITY PERFORMINGARTS TROUPE INC,NJ,711100.0,A60
455897,18252.45,17779.5,18252.45,43275707,0,2019-990ez,1050,39510,40561,201812,33348,40561,NEW ENGLAND MUSIC & STAGE COMPANY LTD,MA,711100.0,A60
455906,0.0,0.0,26716.5,752328968,0,2019-990ez,5000,0,59370,201902,30372,23052,TEXARKANA REPERTORY COMPANY INC,TX,711110.0,A65
455972,35852.4,24288.75,35852.4,273639305,0,2019-990ez,25697,53975,79672,201812,79627,79672,RISING STAR THEATRE COMPANY,IA,711110.0,A65
456014,53847.0,24231.15,67883.85,460549914,0,2019-990ez,97006,53847,150853,201806,156945,150853,SACRA PROFANA,CA,711130.0,A68
456035,36120.6,22649.4,36120.6,431229789,0,2019-990ez,27044,50332,80268,201806,72681,78914,COLUMBIA ENTERTAINMENT COMPANY,MO,711110.0,A65
456036,12430.0,5593.5,18643.95,223697230,0,2019-990ez,29001,12430,41431,201812,38325,41431,UREUK CHAMBER ORCHESTRA INC,NJ,711130.0,A69
456117,61911.0,28284.75,61911.0,753020474,0,2019-990ez,24037,62855,137580,201812,115923,125534,WILLAMETTE JAZZ SOCIETY,OR,711130.0,A6C
456165,22707.0,10218.15,33381.9,273310998,0,2019-990ez,32867,22707,74182,201806,57992,62989,DAVIS JAZZ CHOIR,CA,711130.0,A6C
456239,0.0,0.0,8044.650000000001,133929841,0,2019-990ez,17877,0,17877,201806,22298,17877,SECOND GENERATION PRODUCTIONS INC,NY,711110.0,A65
456317,9627.0,4332.150000000001,19189.8,850284273,0,2019-990ez,33017,9627,42644,201806,43271,42644,SANGRE DE CRISTO CHORALE OF NEW MEXICO,NM,711130.0,A6B
456340,49824.450000000004,48580.200000000004,49824.450000000004,521915476,0,2019-990ez,0,107956,110721,201812,127300,110721,EAST WEST DANCE THEATRE INC,MD,711120.0,A62
456348,8383.0,3772.35,17065.350000000002,20530321,0,2019-990ez,29525,8383,37923,201812,37477,37923,WHITE MOUNTAIN MUSICAL ARTS,NH,711130.0,A68
456372,0.0,0.0,38460.15,421056085,0,2019-990ez,0,0,85467,201812,20855,19512,CLAY COUNTY PORK PRODUCERS,IA,711100.0,A61
456475,24794.0,11157.300000000001,80893.8,870345040,0,2019-990ez,154961,24794,179764,201806,170727,179764,NOVA CHAMBER MUSIC SERIES,UT,711130.0,A6C
456496,0.0,0.0,16108.2,226216474,0,2019-990ez,7762,0,35796,201812,26102,20233,BAND-AIDES OF VINELAND NEW JERSEY,NJ,711130.0,A6C
456500,0.0,0.0,53955.450000000004,271927928,0,2019-990ez,75572,0,119901,201812,136267,110161,PINEVIEW BAND INCORPORATED,FL,711130.0,A6C
456569,20212.0,9095.4,29088.0,136144916,0,2019-990ez,32935,20212,64640,201806,64626,59958,CHAPPAQUA ORCHESTRAL ASSOCIATION,NY,711130.0,A69
456573,54861.3,25015.05,54861.3,274551816,0,2019-990ez,17325,55589,121914,201806,107373,121612,H-TOWN YOUTH THEATRE,CA,711110.0,A65
456582,9543.15,9436.050000000001,9543.15,232958324,0,2019-990ez,238,20969,21207,201806,20389,21207,KATHY KROLL DANCE AND PAPER THEATRE,PA,711120.0,A62
456585,3444.0,1549.8,20039.4,453682171,0,2019-990ez,4055,3444,44532,201806,12454,11964,DRAMA MAMAS & PAPAS,CA,711110.0,A65
456588,58583.700000000004,38826.450000000004,58583.700000000004,752519270,0,2019-990ez,35236,86281,130186,201812,36574,125975,ROCKWALL COMMUNITY PLAYHOUSE,TX,711110.0,A65
456609,58594.950000000004,45141.75,58594.950000000004,463745380,0,2019-990ez,19305,100315,130211,201812,132591,128133,THEATRE ARTS FOR KIDS,NE,711110.0,A65
456616,0.0,0.0,24476.4,471445419,0,2019-990ez,54392,0,54392,201812,52858,54392,DANCING ANGELS INC,NC,711120.0,A62
456644,7287.0,3279.15,26940.15,463424219,0,2019-990ez,52580,7287,59867,201812,59320,59867,ILLUMINARTS INC,FL,711130.0,A68
456693,0.0,0.0,21906.45,264664745,0,2019-990ez,48681,0,48681,201812,44630,48681,LOCO7 DANCE PUPPET THEATRE COMPANY INCORPORATED,NY,711120.0,A62
456726,57229.65,54988.200000000004,57229.65,471339192,0,2019-990ez,4890,122196,127177,201812,111220,127177,30 BY NINETY THEATRE INC,LA,711110.0,A65
456728,0.0,0.0,32652.9,472536174,0,2019-990ez,54399,0,72562,201812,80201,72562,CARNATICA ARCHIVAL CENTER FOR MUSIC,TX,711130.0,A68
456788,20621.25,10844.1,20621.25,742966932,0,2019-990ez,21720,24098,45825,201812,60634,45825,SYMPHONY OF SOUL INC,TX,711130.0,A69
456834,7205.0,3242.25,26424.45,201712203,0,2019-990ez,47390,7205,58721,201812,52110,58660,FLATWATER SHAKESPEARE COMPANY,NE,711110.0,A65
456895,18890.0,8500.5,26175.15,251539328,0,2019-990ez,23343,18890,58167,201806,56020,58167,RENAISSANCE CITY CHOIR,PA,711130.0,A6B
456920,815.0,366.75,1127.25,473901533,0,2019-990ez,1690,815,2505,201812,2209,2505,ALICES ENCORE COMMUNITY MUSIC & MINDFULNESS INC,NY,711130.0,A68
456953,34940.25,27887.4,34940.25,30360081,0,2019-990ez,15600,61972,77645,201812,76517,77645,ROCHESTER CHAMBER MUSIC SOCIETY LTD,VT,711130.0,A6C
456989,19601.0,8820.45,71980.2,202399157,0,2019-990ez,18879,19601,159956,201806,141771,153093,YOUTH CHORALE OF CENTRAL MINNESOTA,MN,711130.0,A6B
457002,37236.0,16756.2,84988.8,753088774,0,2019-990ez,151628,37236,188864,201812,166444,188864,POWERSTORIES THEATRE OF TAMPA BAY INC,FL,711110.0,A65
457026,9187.0,4134.150000000001,19842.3,223445114,0,2019-990ez,34906,9187,44094,201808,56582,44094,SKYLINE THEATRE COMPANY,NJ,711110.0,A65
457035,89157.15000000001,86449.95,89157.15000000001,112346422,0,2019-990ez,1350,192111,198127,201806,184502,196358,TRAINING ORCHESTRA INC,NY,711130.0,A69
457055,18614.0,8376.300000000001,28816.65,841409635,0,2019-990ez,45423,18614,64037,201812,64560,64037,PYGMALION PRODUCTIONS INCORPORATED,UT,711100.0,A60
457065,27838.350000000002,26488.350000000002,27838.350000000002,133692139,0,2019-990ez,3000,58863,61863,201812,81363,61863,LOOKING GLASS PRODUCTIONS OF NEW YORK INC,NY,711120.0,A62
457088,41403.0,18631.350000000002,47697.3,522041757,0,2019-990ez,64555,41403,105994,201806,93102,105994,FREDERICK SYMPHONY ORCHESTRA INC,MD,711130.0,A69
457090,0.0,0.0,0.0,474776723,0,2019-990ez,0,0,0,201812,0,0,ORCHESTRA NOVO INC,CA,711130.0,A69
457115,21598.0,9719.1,22657.5,43677558,0,2019-990ez,28752,21598,50350,201812,56422,50350,MORRISONDANCE INC,OH,711120.0,A62
457122,10505.0,4727.25,30262.5,431852359,0,2019-990ez,53735,10505,67250,201806,66068,67250,NATIONAL AUDIO THEATRE FESTIVALS INC,MO,711100.0,A60
457236,0.0,0.0,10461.6,260460730,0,2019-990ez,23248,0,23248,201812,26409,23248,PLAYWRIGHTS OF NEW YORK,NY,711110.0,A65
457241,55357.65,32119.65,55357.65,550881517,0,2019-990ez,51640,71377,123017,201812,109406,123017,GROUNDWORK MUSIC PROJECT INC,TX,711130.0,A68
457248,25966.8,23554.8,25966.8,201638077,0,2019-990ez,5360,52344,57704,201812,63175,57704,BOSOMA DANCE COMPANY INC,MA,711120.0,A62
457273,15444.0,6949.8,27573.75,310938384,0,2019-990ez,37323,15444,61275,201806,59693,61275,SOUTHEASTERN OHIO SYMPHONY ORCHESTRA MUSIC DEPT MUSKINGUM COL,OH,711130.0,A69
457320,0.0,0.0,29612.25,463755768,0,2019-990ez,5431,0,65805,201812,9786,783,MAIN STREET BALLET COMPANY INC,CT,711120.0,A63
457352,24773.4,24763.05,24773.4,43465884,0,2019-990ez,0,55029,55052,201812,55021,55052,ISLAND CENTER FOR THE ARTS INC,MA,711100.0,A61
457362,19903.95,14126.85,19903.95,472093589,0,2019-990ez,12838,31393,44231,201812,45591,44231,STORYTELLERS EXPRESS INC,NY,711110.0,A65
457380,39536.1,26989.2,39536.1,300130554,0,2019-990ez,763,59976,87858,201806,80095,81996,THEATRE GUILD BOOSTER CLUB,MI,711110.0,A65
457423,11259.45,5624.55,11259.45,463383630,0,2019-990ez,12522,12499,25021,201812,40067,25021,ATTIC THEATER COMPANY INC,NY,711110.0,A65
457466,6414.0,2886.3,22525.2,743119943,0,2019-990ez,13844,6414,50056,201812,46905,50056,JUNIA COMPANY,OH,711100.0,A60
457467,24993.0,11246.85,41916.6,201971531,0,2019-990ez,53348,24993,93148,201812,98812,91653,THE FACTORY THEATER COMPANY,IL,711110.0,A65
457517,16758.0,7541.1,27291.600000000002,471758099,0,2019-990ez,27132,16758,60648,201812,73508,54428,MORBALLET INC,NY,711120.0,A63
457522,0.0,0.0,34330.5,371606484,0,2019-990ez,76290,0,76290,201812,84201,76290,SOUTHERN MARYLAND BOOT SCOOTERS,MD,711120.0,A62
457543,0.0,0.0,338.40000000000003,10621206,0,2019-990ez,750,0,752,201806,974,752,MUSIC OF THE SPHERES SOCIETY INC,NY,711130.0,A68
457551,6888.6,4590.45,6888.6,30386909,0,2019-990ez,5100,10201,15308,201812,17876,15308,HEXAGON PLAYERS,NJ,711110.0,A65
457595,0.0,0.0,0.0,161661377,0,2019-990ez,0,0,0,201812,0,0,ENCORE PARK FOR THE ARTS INC,GA,711100.0,A61
457638,20938.95,18306.45,20938.95,431730116,0,2019-990ez,5850,40681,46531,201812,49150,46531,TRADITIONAL MUSIC SOCIETY,MO,711130.0,A68
457743,37654.65,35348.4,37654.65,202056526,0,2019-990ez,5125,78552,83677,201812,72195,83677,ACTING UP,OH,711110.0,A65
457797,5814.0,2616.3,13834.800000000001,900994667,0,2019-990ez,16680,5814,30744,201812,35206,27498,STEPS BEYOND FOUNDATION,NY,711120.0,A62
457826,25843.0,11629.35,27011.7,746057576,0,2019-990ez,27824,25843,60026,201812,62612,59640,SOCIETY FOR THE PRESERVATION AND ENCOURAGEMENT OF BARBERSHOP QUART,TX,711130.0,A6B
457842,67785.0,30503.25,68881.95,300607559,0,2019-990ez,85286,67785,153071,201812,143294,153071,LOS ANGELES LAWYERS PHILHARMONIC,CA,711130.0,A69
457849,14031.0,13799.25,14031.0,351947240,0,2019-990ez,0,30665,31180,201812,29392,31180,GORDON PIPERS INC,IN,711130.0,A68
457882,26445.600000000002,21401.55,26445.600000000002,351974262,0,2019-990ez,6137,47559,58768,201812,53080,55583,MMHP PUPPET PRODUCTIONS INC,IN,711110.0,A65
457893,0.0,0.0,34845.3,464065435,0,2019-990ez,28721,0,77434,201812,69815,77434,LAFAYETTE RAMBLER BAND INC,GA,711130.0,A6C
457975,0.0,0.0,19649.25,300206975,0,2019-990ez,400,0,43665,201812,5006,5123,ROCKLAND FEIS CORP,NY,711120.0,A62
457986,15309.0,6889.05,40911.3,640823239,0,2019-990ez,68650,15309,90914,201806,90252,90914,MISSISSIPPI CHORUS INC,MS,711130.0,A6B
458006,16043.85,14955.300000000001,16043.85,770045498,0,2019-990ez,0,33234,35653,201806,36863,34149,SANTA CRUZ JAZZ FESTIVAL,CA,711130.0,A6C
458044,63113.4,40364.55,63113.4,30527662,0,2019-990ez,41508,89699,140252,201812,131605,138579,MOJALET DANCE COLLECTIVE,CA,711120.0,A62
458105,37971.0,17086.95,82217.7,371689385,0,2019-990ez,144735,37971,182706,201806,182666,182706,ATLANTA JEWISH MUSIC FESTIVAL,GA,711130.0,A68
458125,39438.9,22266.9,39438.9,200747723,0,2019-990ez,0,49482,87642,201812,50681,65186,POLICE EMERALD SOCIETY BAGPIPE BAND NASSAU COUNTY CHAPETR LTD,NY,711130.0,A6C
458154,0.0,0.0,63409.05,271552217,0,2019-990ez,138017,0,140909,201812,144493,140263,WEST VIRGINIA FREE ACTION FUND INC,WV,711100.0,A61
458202,34031.700000000004,33688.8,34031.700000000004,455624520,0,2019-990ez,0,74864,75626,201812,70372,74985,HOOLEY BOOSTER CLUB INC,PA,711120.0,A62
458216,49604.0,22321.8,81114.3,611446985,0,2019-990ez,128955,49604,180254,201806,172485,180254,SJDANCECO,CA,711120.0,A62
458224,14468.0,6510.6,44794.8,205537122,0,2019-990ez,85076,14468,99544,201806,95605,99544,PRO MUSICA COLORADO CHAMBER ORCHESTRA,CO,711130.0,A69
458259,32130.0,30604.5,32130.0,10391592,0,2019-990ez,3200,68010,71400,201812,65583,71400,MAINE JAZZ CAMP,NY,711130.0,A68
458271,37.0,16.650000000000002,71409.15000000001,474543960,0,2019-990ez,41006,37,158687,201812,61991,102605,POLKA DOT MAMA MELANOMA FOUNDATION,NC,711120.0,A62
458364,0.0,0.0,50846.85,134161183,0,2019-990ez,74940,0,112993,201806,76904,79436,MUSIC IN THE CENTER INC,NY,711130.0,A68
458366,0.0,0.0,10974.15,205325013,0,2019-990ez,1666,0,24387,201812,21134,24387,FOOTHILL CHILDRENS MUSICAL THEATRE WORKSHOP,CA,711110.0,A65
458385,5450.0,2452.5,5645.25,342066082,0,2019-990ez,4812,5450,12545,201812,9278,12545,CAPITAL CITY PIPES & DRUMS AND HIGHLAND DANCERS INC,OH,711130.0,A68
458387,21446.55,11007.45,21446.55,770557273,0,2019-990ez,4719,24461,47659,201812,42960,47659,FUN TIMES SINGERS INC,CA,711130.0,A6B
458413,49502.0,22275.9,63936.0,237398236,0,2019-990ez,67033,49502,142080,201806,115540,140321,CALIFORNIA BACH SOCIETY INC C/O REAH GARCIA,CA,711130.0,A6B
458445,0.0,0.0,3613.05,943474328,0,2019-990ez,7966,0,8029,201812,6387,8029,SWEET VICTORY MUSIC INC,TX,711130.0,A68
458511,13642.0,6138.900000000001,55701.450000000004,204102508,0,2019-990ez,110139,13642,123781,201812,125841,123781,CLOWNS WITHOUT BORDERS INC,CA,711100.0,A60
458519,31057.2,24039.45,31057.2,462040990,0,2019-990ez,15595,53421,69016,201812,51963,69016,QUEST THEATERWORKS,CA,711110.0,A65
458533,46958.4,37897.65,46958.4,232248803,0,2019-990ez,15114,84217,104352,201806,92863,104352,BERKS BALLET THEATRE INC,PA,711120.0,A63
458617,0.0,0.0,35200.35,911276105,0,2019-990ez,173,0,78223,201812,80701,78223,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,WA,711130.0,A68
458696,15502.0,6975.900000000001,34892.55,237346617,0,2019-990ez,4233,15502,77539,201812,71827,43900,BROOKVILLE BAND ASSOCIATION,OH,711130.0,A6C
458697,41814.450000000004,31032.45,41814.450000000004,541804945,0,2019-990ez,19448,68961,92921,201806,99731,92921,CHAMBERLAYNE ACTORS THEATRE,VA,711110.0,A65
458730,0.0,0.0,68963.40000000001,270678661,0,2019-990ez,153252,0,153252,201812,154382,153252,BLUES KIDS FOUNDATION,IL,711130.0,A68
458792,60766.0,27344.7,78215.85,943150636,0,2019-990ez,70065,60766,173813,201806,168482,166914,WILLAMETTE MASTER CHORUS,OR,711130.0,A6B
458811,57001.05,41006.25,57001.05,204174471,0,2019-990ez,20871,91125,126669,201812,102109,118093,ROCHESTER DANCE COMPANY,MN,711120.0,A62
458833,1953.0,1953.0,1953.0,260212482,0,2019-990ez,0,4340,4340,201812,1843,4340,THE THEATER OF THE WORD INCORPORATED,MO,711110.0,A65
458907,8910.0,4009.5,24679.350000000002,462147617,0,2019-990ez,30606,8910,54843,201812,51512,50885,VALLEY SHAKESPEARE FESTIVAL COMPANY,CT,711110.0,A65
459028,22015.0,9906.75,50083.65,382188467,0,2019-990ez,53618,22015,111297,201806,102846,103624,HOLLAND COMMUNITY CHORALE INC,MI,711130.0,A6B
459048,39172.950000000004,23129.100000000002,39172.950000000004,721488746,0,2019-990ez,28529,51398,87051,201812,90302,87051,NEW VENTURE THEATRE,LA,711110.0,A65
459091,36395.0,16377.75,51848.1,26036723,0,2019-990ez,65057,36395,115218,201812,66009,111334,NORTH COUNTRY COMMUNITY THEATRE INC,NH,711110.0,A65
459128,0.0,0.0,5739.3,208405004,0,2019-990ez,11710,0,12754,201812,16599,12754,STAGES OF LIFE,OR,711110.0,A65
459153,36393.75,26750.25,36393.75,364331457,0,2019-990ez,21430,59445,80875,201812,81981,80875,CLINARD DANCE THEATRE,IL,711120.0,A62
459158,44938.8,20451.15,44938.8,330407651,0,2019-990ez,54417,45447,99864,201806,102063,99864,LONG BEACH CHORALE & CHAMBER,CA,711130.0,A69
459194,0.0,0.0,79668.45,274269849,0,2019-990ez,176813,0,177041,201812,194346,177041,SHELTER MUSIC BOSTON INC,MA,711130.0,A68
459195,12340.0,5553.0,23019.3,474855029,0,2019-990ez,38164,12340,51154,201812,43710,50971,STRINGS IN NEED INC,FL,711130.0,A68
459229,61159.05,46395.0,61159.05,943098613,0,2019-990ez,20959,103100,135909,201812,127372,135909,NORTHWEST DANCE THEATER,OR,711120.0,A62
459250,51492.15,43336.8,51492.15,251447273,0,2019-990ez,9117,96304,114427,201812,88918,112047,ORCHARD PERFORMING ARTS CO INC,PA,711110.0,A65
459288,0.0,0.0,29010.600000000002,472696112,0,2019-990ez,51780,0,64468,201812,48661,53368,SMALL ART MUSIC PROJECTS,CA,711130.0,A68
459290,8542.0,3843.9,14375.25,136533451,0,2019-990ez,23403,8542,31945,201806,32157,31945,MASS TRANSIT STREET THEATRE INC,NY,711110.0,A65
459316,26148.0,11766.6,39327.3,451441591,0,2019-990ez,61246,26148,87394,201812,71158,87394,CIVITAS ENSEMBLE,IL,711130.0,A6C
459516,0.0,0.0,3019.05,237409712,0,2019-990ez,5884,0,6709,201812,34073,6709,THE SONGWRITERS GUILD FOUNDATION,TN,711130.0,A68
459520,71251.2,41512.5,71251.2,383161460,0,2019-990ez,61312,92250,158336,201812,178323,158336,CRYSTAL THEATRE,MI,711110.0,A65
459525,24758.0,11141.1,82355.85,920082750,0,2019-990ez,78077,24758,183013,201806,143842,183013,ALASKA YOUTH ORCHESTRAS,AK,711130.0,A69
459533,14249.0,6412.05,62843.4,611508624,0,2019-990ez,119440,14249,139652,201806,101101,138761,FAYETTEVILLE CHAMBER MUSIC FESTIVAL,TX,711130.0,A6C
459548,85457.7,63915.75,85457.7,263929357,0,2019-990ez,47871,142035,189906,201812,196816,189906,ACTORS CHARITABLE THEATRE,AL,711110.0,A65
459584,38832.75,32863.5,38832.75,341726995,0,2019-990ez,4293,73030,86295,201812,74039,86295,STAGE LEFT PLAYERS INC,OH,711110.0,A65
459599,12297.0,5533.650000000001,49850.55,133685642,0,2019-990ez,98482,12297,110779,201806,116024,110779,DOWNTOWN MUSIC AT GRACE INC,NY,711130.0,A68
459624,23008.95,12748.050000000001,23008.95,850332760,0,2019-990ez,22772,28329,51131,201812,59162,51131,CLOUD DANCERS THERAPEUTIC HORSEMANSHIP PROGRAM INC,NM,711120.0,A62
459636,0.0,0.0,4294.8,133205508,0,2019-990ez,4348,0,9544,201812,12835,9544,NEW YORK WOMEN COMPOSERS INC,NY,711130.0,A68
459694,0.0,0.0,13588.65,61427551,0,2019-990ez,8900,0,30197,201812,2990,1447,MADISON CULTURAL ARTS,CT,711100.0,A60
459706,0.0,0.0,62579.700000000004,521749748,0,2019-990ez,130253,0,139066,201806,165239,132080,THE ESSENTIAL THEATRE,DC,711110.0,A65
459723,28899.0,28260.45,28899.0,451496257,0,2019-990ez,1404,62801,64220,201812,57250,64220,DANCE INTERNATIONAL,TX,711120.0,A62
